Time Step,True_rot_1_y,Predicted_rot_1_y,Absolute_Error
139,-0.9998056574725026,-0.9997655011371087,4.015633539389274e-05
140,-0.9997447548105272,-0.9997158635904185,2.889122010862888e-05
141,-0.9997100855932082,-0.9996684124800268,4.167311318137301e-05
142,-0.999651821079339,-0.9996367222386964,1.5098840642657763e-05
143,-0.999578646929217,-0.9995808048990714,2.1579698543661152e-06
144,-0.9995127466366189,-0.9995048145145842,7.932122034759459e-06
145,-0.9994232904742427,-0.9994413380702631,1.804759602042072e-05
146,-0.9993001688695838,-0.9993483823571728,4.821348758898836e-05
147,-0.9992376648157734,-0.9992019359304978,3.572888527558771e-05
148,-0.9991395722689601,-0.9991473817184512,7.809449491080755e-06
149,-0.9990727038509897,-0.9990531517448784,1.9552106111264678e-05
150,-0.9989799324579743,-0.9989787868471023,1.145610872055336e-06
151,-0.9988415821167044,-0.9988638034749617,2.222135825735716e-05
152,-0.9987369684035412,-0.9987020450620864,3.4923341454828893e-05
153,-0.998637021332888,-0.9985930333069518,4.398802593619244e-05
154,-0.9985387875794863,-0.998493238286044,4.5549293442359584e-05
155,-0.9984095759299859,-0.9983860353892249,2.3540540761035622e-05
156,-0.9981902536418945,-0.998248491344483,5.8237702588503915e-05
157,-0.9980759810061686,-0.9980268954791275,4.908552704108171e-05
158,-0.9979714323202888,-0.9979209766215659,5.0455698722973175e-05
159,-0.9977858256867118,-0.9978139721873869,2.8146500675063635e-05
160,-0.9976764585795472,-0.9976437148658956,3.2743713651584017e-05
161,-0.9973366758779569,-0.9975513663977589,0.0002146905198019411
162,-0.9972105828924287,-0.9972296176253208,1.903473289210922e-05
163,-0.9969597578275116,-0.9970641564629016,0.00010439863539002392
164,-0.9967803365005616,-0.996888495098608,0.00010815859804635952
165,-0.9965329256940695,-0.9966931780609877,0.0001602523669181899
166,-0.9959536692725002,-0.9963789742851449,0.00042530501264470555
167,-0.9956619736285883,-0.9957601644634861,9.819083489781555e-05
168,-0.9952394187533531,-0.9954488868877018,0.00020946813434874478
169,-0.9948928571243979,-0.9950759461815075,0.00018308905710961998
170,-0.9945125524117924,-0.9946806122124263,0.0001680598006339462
171,-0.9938609464299992,-0.9941871696595471,0.00032622322954789507
172,-0.9934576028261001,-0.993483809446142,2.6206620041935302e-05
173,-0.9929530556322989,-0.9930709350833375,0.0001178794510386938
174,-0.9926220846051226,-0.9926737285498203,5.164394469769906e-05
175,-0.9919970604477543,-0.9921474107308254,0.0001503502830710879
176,-0.9911206126935893,-0.9916799845081479,0.0005593718145585624
177,-0.9904051968529171,-0.9906345540045642,0.0002293571516471804
178,-0.9899994168431897,-0.9901313653555462,0.00013194851235653893
179,-0.989286124534244,-0.9896081474318561,0.00032202289761207314
180,-0.9887093997025298,-0.9889697287430979,0.0002603290405680525
181,-0.9871526880948303,-0.9882988949150225,0.001146206820192286
182,-0.9866140871947383,-0.9868230066254758,0.00020891943073753083
183,-0.9857804025023548,-0.986238936728019,0.00045853422566422
184,-0.9851430661120872,-0.9854197225808384,0.00027665646875119076
185,-0.9845105748225472,-0.9847998445260664,0.00028926970351916825
186,-0.9836366320688896,-0.9841144578623033,0.0004778257934137109
187,-0.9832155567289366,-0.9833267810538056,0.00011122432486898592
188,-0.9826967062619878,-0.9830033857363993,0.000306679474411542
189,-0.9820364227973502,-0.9824436306158162,0.0004072078184660377
190,-0.9814078984924238,-0.9819296230197232,0.000521724527299372
191,-0.9808595881121215,-0.9813887364312693,0.0005291483191478541
192,-0.9801790534083363,-0.9808641544530634,0.0006851010447270767
193,-0.9797480599982672,-0.9802154107851214,0.00046735078685422593
194,-0.9794214323264839,-0.9797956755032947,0.00037424317681078456
195,-0.10333994638218053,-0.10476385373283784,0.0014239073506573108
196,-0.09953198182140632,-0.10177281022916355,0.002240828407757231
197,-0.09560093263704462,-0.09743302789512472,0.0018320952580800909
198,-0.09207238168211793,-0.09208944577086234,1.7064088744411787e-05
199,-0.08781585370581789,-0.08849950343747112,0.0006836497316532325
200,-0.08390809679032278,-0.08427758359119092,0.0003694868008681379
201,-0.07887947013416259,-0.08040858172165714,0.0015291115874945527
202,-0.0745795078822936,-0.0750944009750838,0.0005148930927901946
203,-0.07123795738240866,-0.0709143750181427,0.0003235823642659674
204,-0.06524857372542067,-0.067528018872826,0.002279445147405329
205,-0.06257637403762348,-0.0617121681985658,0.0008642058390576773
206,-0.055097944341751706,-0.05894563432140722,0.003847689979655511
207,-0.05239229829921314,-0.05071023980332357,0.0016820584958895657
208,-0.048136219664783444,-0.04784973582289905,0.00028648384188439263
209,-0.04525485396309595,-0.043640582008943545,0.0016142719541524034
210,-0.04064040504197384,-0.041123270421531535,0.00048286537955769676
211,-0.03662450125256404,-0.03682038097155701,0.00019587971899296536
212,-0.03419169380721338,-0.03305368367406661,0.0011380101331467732
213,-0.03136068932009552,-0.030974074936151154,0.0003866143839443628
214,-0.028391670525983015,-0.027146620252563414,0.0012450502734196005
215,-0.02521774403050984,-0.023901947761883136,0.0013157962686267052
216,-0.0230515602299143,-0.020946752483767664,0.0021048077461466377
217,-0.018940882097372665,-0.01894715104228284,6.268944910174656e-06
218,-0.015456594051886466,-0.0149033539411399,0.0005532401107465664
219,-0.00979216605941508,-0.011303132834385759,0.0015109667749706786
220,-0.008507447464480396,-0.005915071284884401,0.0025923761795959956
221,-0.0028733989306146132,-0.005945340044716313,0.0030719411141016994
222,0.001054949136486126,0.00038646147686026297,0.000668487659625863
223,0.002890349595354041,0.004453327135718989,0.0015629775403649478
224,0.00398984903828952,0.005946312810251226,0.001956463771961706
225,0.007225767636674576,0.0063273668981397016,0.0008984007385348745
226,0.012446437893713512,0.009459827932430056,0.002986609961283457
227,0.013031138040318786,0.014853654567011798,0.0018225165266930118
228,0.01643286076644687,0.014887655637948789,0.0015452051284980794
229,0.017917785544797216,0.01808434834429418,0.00016656279949696373
230,0.0198612353737385,0.01966570009628986,0.0001955352774486406
231,0.02176863896899626,0.02182974218957473,6.110322057846854e-05
232,0.022577143883201905,0.023440637180118806,0.0008634932969169007
233,0.02442347810323335,0.024385022919127586,3.8455184105765094e-05
234,0.025489446915538304,0.0263515360869265,0.0008620891713881952
235,0.027923428507333203,0.02750488759080146,0.00041854091653174483
236,0.0313964087776711,0.02985772598664758,0.0015386827910235205
237,0.03386596708930779,0.03338211752400627,0.0004838495653015154
238,0.03530698647159824,0.03615930163062519,0.0008523151590269507
239,0.03734228933107415,0.03798585445782444,0.0006435651267502895
240,0.03874178819510179,0.040260909461719147,0.0015191212666173584
241,0.04198378577166016,0.042082065956977395,9.828018531723298e-05
242,0.0435160895086036,0.04562147704286629,0.00210538753426269
243,0.04639687201199331,0.047194179843822556,0.0007973078318292484
244,0.05011807923324831,0.050135258336932914,1.7179103684601682e-05
245,0.05272607895988254,0.0539581977673865,0.0012321188075039638
246,0.05647917437753393,0.05660030016346365,0.00012112578592972378
247,0.05998771203006125,0.06073928915196444,0.0007515771219031922
248,0.06327301852527625,0.06427240354696867,0.0009993850216924172
249,0.0664822917705237,0.06812760812507813,0.0016453163545544353
250,0.06927995282806299,0.07151081722961325,0.0022308644015502643
251,0.07622329068325338,0.07376867882935016,0.0024546118539032213
252,0.07985170060582972,0.0821746137085977,0.0023229131027679845
253,0.08160100236306322,0.0848030951977025,0.003202092834639278
254,0.0862193557355574,0.08818916811229015,0.0019698123767327436
255,0.08923024778665097,0.09064524402794837,0.0014149962412974004
256,0.09368255787635457,0.09483998551943379,0.0011574276430792174
257,0.09817925805127838,0.09945967829484584,0.0012804202435674622
258,0.10052295548833419,0.10314393930407716,0.0026209838157429666
259,0.10595210963390651,0.10682929854258486,0.0008771889086783419
260,0.1080633375362114,0.11099495832582534,0.0029316207896139396
261,0.11291693686632652,0.11410381359023299,0.001186876723906466
262,0.11755928271673355,0.11765681366861004,9.753095187649274e-05
263,0.11991104827149532,0.12150969426775095,0.0015986459962556293
264,0.12422480033356159,0.1246462927752755,0.000421492441713911
265,0.12804702635596318,0.1279345801455438,0.0001124462104193924
266,0.13227293673050863,0.13121396598803986,0.0010589707424687733
267,0.13656713555999608,0.13650946327644525,5.767228355083032e-05
268,0.13832826925623531,0.13881097766355338,0.0004827084073180665
269,0.1411548851971357,0.14200984620267385,0.0008549610055381407
270,0.14337480600489724,0.14385243608876674,0.00047763008386950134
271,0.14816222384731706,0.14576931014258196,0.0023929137047351
272,0.151059129464969,0.1508122531989928,0.0002468762659761925
273,0.15319778769531278,0.15344458711869752,0.00024679942338473593
274,0.15455719448030153,0.15543083141945974,0.0008736369391582066
275,0.993697257212874,0.9935472890716414,0.00014996814123269253
276,0.9939043287179664,0.9938760178146253,2.831090334109998e-05
277,0.9942422988832686,0.9942541836967103,1.188481344160941e-05
278,0.9944588833338974,0.9945027721015354,4.3888767637945136e-05
279,0.9949940199625611,0.9947836040647021,0.0002104158978589732
280,0.9952497350895956,0.9951973065558392,5.24285337564212e-05
281,0.9954694551472393,0.9954816805777058,1.2225430466528131e-05
282,0.9957754184831167,0.9958295635057117,5.414502259504239e-05
283,0.9959667827386717,0.9960463310979548,7.954835928314363e-05
284,0.9962839393733984,0.996248282417486,3.5656955912455324e-05
285,0.9965891388385248,0.9967841654612959,0.000195026622771044
286,0.996769898374472,0.9969795724961636,0.00020967412169159427
287,0.9970053708738325,0.9971735470863085,0.00016817621247600112
288,0.997195939688536,0.9973610893763828,0.0001651496878467551
289,0.9974231300142304,0.9974654477938443,4.2317779613831874e-05
290,0.9977868561141656,0.9977683072274475,1.854888671815047e-05
291,0.9979499441085975,0.9980632114008967,0.00011326729229921284
292,0.9981349018964175,0.9981936851599711,5.878326355357455e-05
293,0.9983725970425011,0.9984048506194838,3.2253576982665955e-05
294,0.9985022810132171,0.9985513496027326,4.9068589515477434e-05
295,0.9987872201529295,0.9986859031896819,0.00010131696324766626
296,0.998987558388805,0.9989646858519597,2.2872536845297553e-05
297,0.9991278316142035,0.9991321952766767,4.363662473250152e-06
298,0.9991805347600529,0.9992705312252129,8.999646516005821e-05
299,0.9993116699523426,0.9993182222064447,6.552254102176747e-06
300,0.9993918146422955,0.9994289287299972,3.7114087701684007e-05
301,0.9994893204723582,0.9994845917024768,4.728769881334749e-06
302,0.9995412199331425,0.9995572607037506,1.6040770608127808e-05
303,0.9995910132560276,0.9996011789558533,1.0165699825703811e-05
304,0.9996553011256197,0.9996435576765149,1.1743449104817394e-05
305,0.9996715619299367,0.9997003849878437,2.8823057907079175e-05
306,0.999716765609872,0.9997105084235921,6.257186279889915e-06
307,0.9997632209021666,0.9997508406739156,1.2380228251007708e-05
308,0.9998192924859179,0.9997892091342091,3.0083351708842798e-05
309,0.999862430587694,0.9998435330947278,1.889749296613008e-05
310,0.9998830152823018,0.999885811573323,2.7962910211787317e-06
311,0.9999144184364528,0.9998989964576086,1.5421978844187834e-05
312,0.9999155048270084,0.9999253617075995,9.856880591074813e-06
313,0.9999326463546906,0.9999286272091891,4.019145501521493e-06
314,0.9999291252061249,0.9999459379616757,1.68127555508768e-05
315,0.9999425887933001,0.9999414099175955,1.1788757046105047e-06
316,0.9999363702824486,0.999948804974407,1.243469195832958e-05
317,-0.9999403841361086,-0.9999323621699674,8.021966141247283e-06
318,-0.9999271768514812,-0.9999276666701363,4.898186550805761e-07
319,-0.9999218501760858,-0.9999143320483033,7.518127782546458e-06
320,-0.9998966120501305,-0.999900389556479,3.7775063485012694e-06
321,-0.9998403306310965,-0.9998684824853414,2.8151854244984342e-05
322,-0.9997951210685195,-0.9998050747352232,9.953666703643727e-06
323,-0.9997807062128633,-0.9997483802784606,3.232593440272158e-05
324,-0.9997585171282658,-0.9996988877175095,5.962941075632333e-05
325,-0.9996542365705356,-0.9996488157961436,5.420774392028704e-06
326,-0.9995642809105539,-0.99955677624114,7.504669413904708e-06
327,-0.9995240818460716,-0.9994275729585592,9.650888751233655e-05
328,-0.9994321877853605,-0.999361345864693,7.084192066741934e-05
329,-0.9992987740232847,-0.9992202729476481,7.850107563656117e-05
330,-0.9991932977051965,-0.9990993826625809,9.39150426155777e-05
331,-0.9989671697112062,-0.9989826808165541,1.551110534780964e-05
332,-0.9988060204948637,-0.998713742221147,9.227827371671715e-05
333,-0.998607606863507,-0.998542042868191,6.5563995315987e-05
334,-0.9984353929771673,-0.9983167667655538,0.00011862621161351505
335,-0.9982190001159776,-0.9981490858928891,6.991422308855189e-05
336,-0.9980427795037462,-0.9979861451875449,5.663431620128723e-05
337,-0.9978082703246961,-0.9977592350125115,4.9035312184586566e-05
338,-0.9975717685769622,-0.9975276640147466,4.4104562215596665e-05
339,-0.9972821192473958,-0.9972536898502588,2.8429397137097467e-05
340,-0.9971555261238791,-0.9969686722512726,0.00018685387260652941
341,-0.9966992460032051,-0.9968362591584506,0.00013701315524550228
342,-0.9963057286265815,-0.9963840133749425,7.828474836102384e-05
343,-0.995975609175552,-0.9958953753785459,8.023379700605737e-05
344,-0.9957184925517932,-0.99562439780488,9.409474691324249e-05
345,-0.9955579377577409,-0.9954195764339672,0.0001383613237737613
346,-0.9952403314399002,-0.9952028314414507,3.749999844948615e-05
347,-0.9949062980926576,-0.9948661968143738,4.01012782837995e-05
348,-0.9944483296257028,-0.9945793112038308,0.0001309815781279644
349,-0.9941403105430618,-0.9940469983056117,9.331223745012718e-05
350,-0.9939651313871454,-0.9938521789334165,0.00011295245372888729
351,-0.993773604303125,-0.9937051570228614,6.844728026356162e-05
352,-0.9935191264470286,-0.9935220628974589,2.936450430368609e-06
353,-0.9932131548638833,-0.9932963990762447,8.324421236138857e-05
354,-0.9930533387160873,-0.993068537864227,1.519914813974399e-05
355,0.9904195146418434,0.9907633671576155,0.00034385251577206954
356,0.9910768313021879,0.9909462433811944,0.000130587920993519
357,0.9915137483456175,0.9914730225893641,4.072575625335695e-05
358,0.9918989102719886,0.99176432180163,0.00013458847035863197
359,0.9922440509412334,0.9921635913437583,8.045959747504661e-05
360,0.9926781435212261,0.9924466099529413,0.00023153356828475857
361,0.9934488651224341,0.9929858261390788,0.0004630389833553128
362,0.993826900046069,0.9934111112541978,0.00041578879187120776
363,0.9943287812614433,0.9941186898312221,0.00021009143022121535
364,0.9946002692518753,0.9943701428715367,0.00023012638033859112
365,0.9950417060049698,0.99493489161127,0.0001068143936997501
366,0.9957113874769988,0.9954555307231947,0.000255856753804129
367,0.9961945446808727,0.9960945252727083,0.00010001940816439792
368,0.9964460912027587,0.9964510255258364,4.934323077687708e-06
369,0.9968006399514979,0.9967486532096618,5.198674183615193e-05
370,0.9970936476557489,0.9971691636277972,7.551597204824567e-05
371,0.9972037554504704,0.9973107778899866,0.00010702243951621337
372,0.9975819306004393,0.9975386698262142,4.326077422511787e-05
373,0.9978254448694857,0.9978985262589473,7.308138946160447e-05
374,0.9980073537091388,0.9980846050925428,7.725138340397564e-05
375,0.9982425162083098,0.9983839087625546,0.00014139255424472363
376,0.9983707949963754,0.9984713994240958,0.00010060442772041878
377,0.9985588605306911,0.9985627997273422,3.939196651092658e-06
378,0.998733349710518,0.998771156330146,3.780661962804466e-05
379,0.998938450978581,0.998976170633914,3.771965533294619e-05
380,0.999043984921487,0.9990900481759062,4.60632544191375e-05
381,0.9992363427410328,0.9992190600532191,1.7282687813646724e-05
382,0.999276073746885,0.999358599100534,8.252535364905444e-05
383,0.9993772222897598,0.9993692080392216,8.014250538201928e-06
384,0.9994845404327295,0.9994738307348153,1.0709697914168537e-05
385,0.9995894288196986,0.9995738535642594,1.557525543915972e-05
386,0.9996462348213697,0.999663038446531,1.680362516132128e-05
387,0.9997090610168479,0.9997164659193546,7.404902506724653e-06
388,0.9997496574030159,0.9997666987549072,1.7041351891289303e-05
389,0.9997929503472,0.9997991196477504,6.1693005504182e-06
390,0.9998298184110382,0.99983195264134,2.134230301709117e-06
391,0.9998319138222896,0.9998629518181354,3.103799584580624e-05
392,0.999858345871469,0.9998660264117363,7.680540267229752e-06
393,0.999886455218918,0.9998904561387536,4.0009198356560915e-06
394,0.9999246985090612,0.9999151367835584,9.561725502815754e-06
395,0.9999490348592504,0.9999424120764476,6.622782802723215e-06
396,0.9999480476328111,0.9999557412813598,7.693648548690035e-06
397,0.9999462066946377,0.9999463376524431,1.3095780537764057e-07
398,-0.9999382763607705,-0.9999387574451617,4.810843912128604e-07
399,-0.9998986246862884,-0.9999251819675294,2.6557281241013087e-05
400,-0.9998922451344604,-0.9998796094263656,1.26357080948436e-05
401,-0.9998378237914471,-0.9998701317720609,3.230798061371054e-05
402,-0.9997879236078737,-0.9997958265329818,7.902925108105308e-06
403,-0.9997372773105718,-0.9997223558738597,1.492143671211199e-05
404,-0.9996188642574528,-0.9996690599711515,5.019571369868636e-05
405,-0.9995538915287848,-0.9995647946197931,1.0903091008263033e-05
406,-0.9993684019717336,-0.9994685056756074,0.00010010370387381062
407,-0.9991761159850747,-0.9992508563894322,7.47404043575095e-05
408,-0.9991502103260501,-0.9990588317520637,9.137857398644478e-05
409,-0.9989925007606565,-0.9989786048301107,1.3895930545793078e-05
410,-0.99876557444413,-0.9988228179099593,5.724346582924866e-05
411,-0.9984861607728814,-0.9985181465302515,3.19857573700677e-05
412,-0.9983594138203826,-0.9982378059961604,0.00012160782422221406
413,-0.9980709232154634,-0.9981043674990558,3.344428359242091e-05
414,-0.9977944167590455,-0.9977553734031812,3.9043355864243345e-05
415,-0.9974962112419805,-0.9974649172614607,3.12939805198198e-05
416,-0.9968331143620883,-0.997090540542905,0.0002574261808167
417,-0.9965574305491802,-0.9963889028486522,0.00016852770052799837
418,-0.9962356966984273,-0.9961323917641268,0.00010330493430044108
419,-0.9959260727418602,-0.9957643394355589,0.00016173330630131488
420,-0.9955407217409808,-0.9953671994409666,0.0001735223000142172
421,-0.9946965414291417,-0.9950094806623103,0.0003129392331686631
422,-0.9942362229214667,-0.9941102297757488,0.00012599314571792863
423,-0.9939031714832973,-0.9935931124314066,0.0003100590518907431
424,-0.9934805571854259,-0.9932367216917526,0.00024383549367335
425,-0.9929455873669646,-0.9928045793346038,0.00014100803236083426
426,-0.9920792600841657,-0.9922833927290804,0.00020413264491470073
427,-0.9916639769792236,-0.9914684171228547,0.00019555985636887652
428,-0.9912101414265198,-0.9910280566858835,0.0001820847406363013
429,-0.9907943766384236,-0.9906266427430612,0.00016773389536239858
430,-0.9904634079330226,-0.990296331935056,0.00016707599796661476
431,-0.9899618862130649,-0.9899069571347852,5.492907827975291e-05
432,-0.9897496270215121,-0.989523276504737,0.00022635051677510898
433,-0.9893747809199558,-0.9893014001742794,7.338074567642128e-05
434,-0.9891255896806974,-0.9889792980629117,0.00014629161778567656
435,0.9939337470851302,0.9938435784580878,9.016862704236406e-05
436,0.9941964992785345,0.994085663803651,0.0001108354748834417
437,0.9945581229401499,0.9945363716388436,2.175130130632752e-05
438,0.9949324740376171,0.9949138834093111,1.8590628306003332e-05
439,0.9952483096966107,0.9951336775849435,0.0001146321116671789
440,0.9956213083767605,0.9954198202767757,0.00020148809998488115
441,0.9958532497160774,0.9958534198375302,1.7012145281380953e-07
442,0.996256590526744,0.9961731183620987,8.347216464532625e-05
443,0.9964257950813096,0.9965119933524816,8.619827117206658e-05
