Time Step,True_pos_x,Predicted_pos_x,Absolute_Error
100,-0.15545476973056793,-0.15450358390808105,0.0009511858224868774
101,-0.17163316905498505,-0.16384391486644745,0.007789254188537598
102,-0.17926321923732758,-0.18044649064540863,0.0011832714080810547
103,-0.18769347667694092,-0.1870737224817276,0.0006197541952133179
104,-0.19655705988407135,-0.1954173743724823,0.0011396855115890503
105,-0.20426468551158905,-0.20448337495326996,0.0002186894416809082
106,-0.22025462985038757,-0.21165116131305695,0.008603468537330627
107,-0.22832143306732178,-0.227214977145195,0.00110645592212677
108,-0.23851953446865082,-0.23622997105121613,0.0022895634174346924
109,-0.2448684573173523,-0.2473757117986679,0.002507254481315613
110,-0.25279515981674194,-0.2537394165992737,0.0009442567825317383
111,-0.26851963996887207,-0.26156100630760193,0.006958633661270142
112,-0.27618107199668884,-0.27715280652046204,0.0009717345237731934
113,-0.28307318687438965,-0.2845698893070221,0.0014967024326324463
114,-0.2906666100025177,-0.2909875214099884,0.0003209114074707031
115,0.14502176642417908,0.14202536642551422,0.002996399998664856
116,0.13284556567668915,0.1360531598329544,0.003207594156265259
117,0.12689940631389618,0.12453380972146988,0.0023655965924263
118,0.12078399956226349,0.11896999180316925,0.0018140077590942383
119,0.114872507750988,0.11322545260190964,0.0016470551490783691
120,0.10988448560237885,0.10757102817296982,0.002313457429409027
121,0.10372354835271835,0.10339557379484177,0.0003279745578765869
122,0.09873916208744049,0.09745217114686966,0.0012869909405708313
123,0.09421275556087494,0.09323617815971375,0.0009765774011611938
124,0.08988702297210693,0.08917146176099777,0.0007155612111091614
125,0.08662933856248856,0.08503405749797821,0.0015952810645103455
126,0.07633763551712036,0.0819801539182663,0.005642518401145935
127,0.07322469353675842,0.07131955772638321,0.0019051358103752136
128,0.06938304752111435,0.06911459565162659,0.00026845186948776245
129,0.0672081708908081,0.06565138697624207,0.00155678391456604
130,0.06477587670087814,0.06319902092218399,0.0015768557786941528
131,0.05973736569285393,0.060764994472265244,0.001027628779411316
132,0.05763581395149231,0.05585549771785736,0.0017803162336349487
133,0.05546211451292038,0.05444102734327316,0.0010210871696472168
134,0.05462104454636574,0.052948884665966034,0.001672159880399704
135,0.05281427502632141,0.05178919434547424,0.001025080680847168
136,0.05235692113637924,0.05016191676259041,0.0021950043737888336
137,0.052428074181079865,0.0494440495967865,0.0029840245842933655
138,0.05179522559046745,0.04919106140732765,0.002604164183139801
139,0.052782051265239716,0.04857046902179718,0.004211582243442535
140,0.05300312489271164,0.04915809631347656,0.003845028579235077
141,0.05280643329024315,0.04965945705771446,0.0031469762325286865
142,0.053445927798748016,0.049894485622644424,0.003551442176103592
143,0.053841616958379745,0.05106595531105995,0.0027756616473197937
144,0.05447001755237579,0.05189227685332298,0.0025777406990528107
145,0.05395132675766945,0.053095750510692596,0.0008555762469768524
146,0.05688967555761337,0.05308504030108452,0.0038046352565288544
147,0.05771341174840927,0.05584990233182907,0.0018635094165802002
148,0.05831527337431908,0.056992772966623306,0.0013225004076957703
149,0.058618128299713135,0.05792495235800743,0.0006931759417057037
150,0.059627313166856766,0.05859817937016487,0.0010291337966918945
151,0.06224193796515465,0.059675123542547226,0.002566814422607422
152,0.06385470181703568,0.06236443296074867,0.0014902688562870026
153,0.06461140513420105,0.06423076242208481,0.00038064271211624146
154,0.06611383706331253,0.06527041643857956,0.0008434206247329712
155,0.06828853487968445,0.06694403290748596,0.0013445019721984863
156,0.07091259211301804,0.06942614912986755,0.0014864429831504822
157,0.07282539457082748,0.07241256535053253,0.0004128292202949524
158,0.07567819207906723,0.07458269596099854,0.001095496118068695
159,0.07850755751132965,0.0774504616856575,0.0010570958256721497
160,0.08135206997394562,0.08040410280227661,0.0009479671716690063
161,0.08747906982898712,0.08324253559112549,0.004236534237861633
162,0.09202057868242264,0.08935560286045074,0.0026649758219718933
163,0.09496668726205826,0.0935526117682457,0.001414075493812561
164,0.09913499653339386,0.09735076874494553,0.0017842277884483337
165,0.10375948250293732,0.10196918249130249,0.0017903000116348267
166,0.11365149170160294,0.10680906474590302,0.006842426955699921
167,0.11999445408582687,0.11691313236951828,0.0030813217163085938
168,0.12471898645162582,0.12339891493320465,0.001320071518421173
169,0.1306709200143814,0.12873858213424683,0.0019323378801345825
170,0.13792146742343903,0.13525037467479706,0.0026710927486419678
171,0.15282441675662994,0.14289717376232147,0.009927242994308472
172,0.1611471027135849,0.15806995332241058,0.0030771493911743164
173,0.1682475060224533,0.16692997515201569,0.001317530870437622
174,0.17748114466667175,0.17509742081165314,0.0023837238550186157
175,0.1857381910085678,0.1851160079240799,0.000622183084487915
176,0.20551687479019165,0.19301794469356537,0.012498930096626282
177,0.21398626267910004,0.2134057730436325,0.0005804896354675293
178,0.2261776477098465,0.22211600840091705,0.004061639308929443
179,0.2339753806591034,0.23493057489395142,0.0009551942348480225
180,0.24650754034519196,0.24262601137161255,0.0038815289735794067
181,0.2654188573360443,0.25565487146377563,0.009763985872268677
182,0.27873626351356506,0.274569034576416,0.004167228937149048
183,0.2880896329879761,0.2882671654224396,0.00017753243446350098
184,0.2986161708831787,0.2977645695209503,0.0008516013622283936
185,0.31037092208862305,0.308677077293396,0.0016938447952270508
186,0.321586549282074,0.32091012597084045,0.0006764233112335205
187,0.3320302367210388,0.3320777714252472,4.7534704208374023e-05
188,0.3438371419906616,0.3427644670009613,0.0010726749897003174
189,0.3543643355369568,0.35434800386428833,1.633167266845703e-05
190,0.3650762140750885,0.36392471194267273,0.0011515021324157715
191,0.37567684054374695,0.37417498230934143,0.0015018582344055176
192,0.38560473918914795,0.3845837712287903,0.001020967960357666
193,0.3949870467185974,0.3942059874534607,0.0007810592651367188
194,0.4044630527496338,0.4032902121543884,0.0011728405952453613
195,-0.20056191086769104,-0.20095887780189514,0.00039696693420410156
196,-0.1926022171974182,-0.19238276779651642,0.00021944940090179443
197,-0.18503956496715546,-0.18441425263881683,0.000625312328338623
198,-0.17707885801792145,-0.17661766707897186,0.00046119093894958496
199,-0.1688859462738037,-0.1684902459383011,0.0003957003355026245
200,-0.16117733716964722,-0.16004854440689087,0.0011287927627563477
201,-0.1531105488538742,-0.15223245322704315,0.0008780956268310547
202,-0.14567893743515015,-0.14405663311481476,0.0016223043203353882
203,-0.13841377198696136,-0.1364179402589798,0.0019958317279815674
204,-0.12950919568538666,-0.129056915640831,0.00045228004455566406
205,-0.12253347039222717,-0.1200769692659378,0.0024565011262893677
206,-0.1111793965101242,-0.11306604743003845,0.0018866509199142456
207,-0.10583767294883728,-0.10217975080013275,0.003657922148704529
208,-0.10009921342134476,-0.09744111448526382,0.0026580989360809326
209,-0.09433300793170929,-0.0919276624917984,0.0024053454399108887
210,-0.08866752684116364,-0.08634010702371597,0.0023274198174476624
211,-0.08462253957986832,-0.08112507313489914,0.0034974664449691772
212,-0.08031675964593887,-0.0772637352347374,0.003053024411201477
213,-0.0767223984003067,-0.0730939656496048,0.0036284327507019043
214,-0.07294818758964539,-0.07014569640159607,0.0028024911880493164
215,-0.06932810693979263,-0.06736409664154053,0.0019640102982521057
216,-0.0666828602552414,-0.06367667019367218,0.003006190061569214
217,-0.06355512887239456,-0.06145705282688141,0.002098076045513153
218,-0.06106399744749069,-0.0593363493680954,0.0017276480793952942
219,-0.05812453478574753,-0.0573551282286644,0.0007694065570831299
220,-0.05586209520697594,-0.05463281646370888,0.0012292787432670593
221,-0.05412331968545914,-0.052204620093107224,0.0019186995923519135
222,-0.05175533518195152,-0.05174396559596062,1.1369585990905762e-05
223,-0.05111633241176605,-0.04898133501410484,0.002134997397661209
224,-0.051613956689834595,-0.04898412153124809,0.002629835158586502
225,-0.05058641731739044,-0.05040247365832329,0.00018394365906715393
226,-0.0489441342651844,-0.04964208975434303,0.0006979554891586304
227,-0.04952526465058327,-0.04822535812854767,0.0012999065220355988
228,-0.049684710800647736,-0.04925478622317314,0.0004299245774745941
229,-0.04955713078379631,-0.04953131824731827,2.5812536478042603e-05
230,-0.04904969409108162,-0.049390096217393875,0.00034040212631225586
231,-0.04933593422174454,-0.048634424805641174,0.000701509416103363
232,-0.049872078001499176,-0.04906117171049118,0.0008109062910079956
233,-0.0498807393014431,-0.04953056201338768,0.0003501772880554199
234,-0.05028484761714935,-0.04960697144269943,0.0006778761744499207
235,-0.050748322159051895,-0.05016781762242317,0.0005805045366287231
236,-0.05269467085599899,-0.05085691809654236,0.0018377527594566345
237,-0.05330072343349457,-0.05287882685661316,0.0004218965768814087
238,-0.05421006679534912,-0.053514521569013596,0.0006955452263355255
239,-0.055357858538627625,-0.05470450222492218,0.0006533563137054443
240,-0.056755006313323975,-0.05622110888361931,0.0005338974297046661
241,-0.05790210887789726,-0.0578988641500473,3.244727849960327e-06
242,-0.05958901345729828,-0.059298668056726456,0.0002903454005718231
243,-0.06157418712973595,-0.06128833442926407,0.00028585270047187805
244,-0.06446502357721329,-0.06345947086811066,0.0010055527091026306
245,-0.06637818366289139,-0.06689856201410294,0.0005203783512115479
246,-0.0724981278181076,-0.0690147802233696,0.0034833475947380066
247,-0.07540363818407059,-0.07547424733638763,7.060915231704712e-05
248,-0.07920341938734055,-0.07855460792779922,0.0006488114595413208
249,-0.0825522392988205,-0.08266141265630722,0.00010917335748672485
250,-0.08601740002632141,-0.0863298773765564,0.00031247735023498535
251,-0.09570255875587463,-0.08954507857561111,0.006157480180263519
252,-0.09939589351415634,-0.09993380308151245,0.0005379095673561096
253,-0.10642700642347336,-0.10237007588148117,0.0040569305419921875
254,-0.11178603023290634,-0.1112828180193901,0.0005032122135162354
255,-0.1174808219075203,-0.1169191524386406,0.0005616694688796997
256,-0.12425514310598373,-0.12293215095996857,0.0013229921460151672
257,-0.12977346777915955,-0.12980963289737701,3.616511821746826e-05
258,-0.13729804754257202,-0.13469138741493225,0.0026066601276397705
259,-0.14366120100021362,-0.14368799328804016,2.6792287826538086e-05
260,-0.15175417065620422,-0.1486726552248001,0.0030815154314041138
261,-0.1599472612142563,-0.15868960320949554,0.0012576580047607422
262,-0.16694486141204834,-0.16607579588890076,0.000869065523147583
263,-0.17525140941143036,-0.17322959005832672,0.0020218193531036377
264,-0.18315817415714264,-0.18215592205524445,0.0010022521018981934
265,-0.19034601747989655,-0.1901906132698059,0.0001554042100906372
266,-0.20111431181430817,-0.19672399759292603,0.004390314221382141
267,-0.20858493447303772,-0.2080076038837433,0.0005773305892944336
268,-0.21689775586128235,-0.21460962295532227,0.002288132905960083
269,-0.22519391775131226,-0.22405359148979187,0.0011403262615203857
270,-0.23278364539146423,-0.2320207953453064,0.0007628500461578369
271,-0.24818436801433563,-0.23979683220386505,0.008387535810470581
272,-0.2556353807449341,-0.2555443048477173,9.107589721679688e-05
273,-0.26200780272483826,-0.263003945350647,0.0009961426258087158
274,-0.26984599232673645,-0.2680268883705139,0.0018191039562225342
275,0.124705970287323,0.12674085795879364,0.002034887671470642
276,0.1171436607837677,0.11707285046577454,7.081031799316406e-05
277,0.10665829479694366,0.108932726085186,0.00227443128824234
278,0.10033155977725983,0.09787190705537796,0.0024596527218818665
279,0.09103114902973175,0.09143014252185822,0.00039899349212646484
280,0.08217130601406097,0.08199134469032288,0.00017996132373809814
281,0.07435591518878937,0.07368607074022293,0.0006698444485664368
282,0.06536983698606491,0.06635525822639465,0.0009854212403297424
283,0.05700112134218216,0.05741520971059799,0.0004140883684158325
284,0.05077216029167175,0.04990517348051071,0.0008669868111610413
285,0.041889488697052,0.04421960934996605,0.0023301206529140472
286,0.03468766435980797,0.034614015370607376,7.364898920059204e-05
287,0.026559466496109962,0.027803026139736176,0.001243559643626213
288,0.018992196768522263,0.01993810012936592,0.0009459033608436584
289,0.012600826099514961,0.01327848806977272,0.0006776619702577591
290,0.0052001699805259705,0.007577781565487385,0.0023776115849614143
291,-0.0011764151277020574,0.00023414246970787644,0.0014105575974099338
292,-0.006904373411089182,-0.005727674812078476,0.001176698599010706
293,-0.013384486548602581,-0.0114086102694273,0.0019758762791752815
294,-0.01859697513282299,-0.017314502969384193,0.001282472163438797
295,-0.024407722055912018,-0.02212645299732685,0.002281269058585167
296,-0.03335310146212578,-0.027894016355276108,0.00545908510684967
297,-0.037495069205760956,-0.03695946931838989,0.0005355998873710632
298,-0.04148407280445099,-0.04063533619046211,0.0008487366139888763
299,-0.04500196501612663,-0.04420018196105957,0.0008017830550670624
300,-0.04830479994416237,-0.04797346144914627,0.000331338495016098
301,-0.05139473080635071,-0.051226988434791565,0.00016774237155914307
302,-0.0548250675201416,-0.054281365126371384,0.0005437023937702179
303,-0.057478662580251694,-0.05733845382928848,0.00014020875096321106
304,-0.05977167934179306,-0.05952543392777443,0.000246245414018631
305,-0.06182529777288437,-0.06151263415813446,0.00031266361474990845
306,-0.06348669528961182,-0.06335994601249695,0.00012674927711486816
307,-0.06527316570281982,-0.06480026990175247,0.0004728958010673523
308,-0.0667448341846466,-0.0666976198554039,4.72143292427063e-05
309,-0.06772707402706146,-0.06835321336984634,0.0006261393427848816
310,-0.06934667378664017,-0.06939998269081116,5.330890417098999e-05
311,-0.07219038903713226,-0.07076957076787949,0.001420818269252777
312,-0.07377886027097702,-0.07322414964437485,0.0005547106266021729
313,-0.07451773434877396,-0.07473866641521454,0.00022093206644058228
314,-0.07592535018920898,-0.07571865618228912,0.00020669400691986084
315,-0.07641080021858215,-0.07739496976137161,0.0009841695427894592
316,-0.0779920443892479,-0.07809457927942276,0.00010253489017486572
317,-0.07839380949735641,-0.07985349744558334,0.0014596879482269287
318,-0.07945416867733002,-0.08063337206840515,0.0011792033910751343
319,-0.08002549409866333,-0.08208975940942764,0.0020642653107643127
320,-0.08066798746585846,-0.08299433439970016,0.0023263469338417053
321,-0.08180156350135803,-0.08384870737791061,0.002047143876552582
322,-0.08171091973781586,-0.08480861783027649,0.0030976980924606323
323,-0.08098048716783524,-0.08419620245695114,0.0032157152891159058
324,-0.0806969627737999,-0.08322703838348389,0.0025300756096839905
325,-0.0813952162861824,-0.08281879127025604,0.001423574984073639
326,-0.08073411136865616,-0.0814177468419075,0.0006836354732513428
327,-0.07954267412424088,-0.07946708798408508,7.558614015579224e-05
328,-0.07793024927377701,-0.07760067284107208,0.00032957643270492554
329,-0.0769636332988739,-0.07622422277927399,0.0007394105195999146
330,-0.07546015828847885,-0.0748971700668335,0.0005629882216453552
331,-0.07158498466014862,-0.07260138541460037,0.0010164007544517517
332,-0.06985431164503098,-0.06787800788879395,0.00197630375623703
333,-0.06715787202119827,-0.06541398912668228,0.0017438828945159912
334,-0.06422239542007446,-0.062354423105716705,0.0018679723143577576
335,-0.061594169586896896,-0.059379611164331436,0.00221455842256546
336,-0.05783698707818985,-0.05635075643658638,0.0014862306416034698
337,-0.05425780639052391,-0.052130769938230515,0.002127036452293396
338,-0.04878644645214081,-0.04849414527416229,0.0002923011779785156
339,-0.04568534716963768,-0.04320547357201576,0.0024798735976219177
340,-0.040992677211761475,-0.040391359478235245,0.0006013177335262299
341,-0.03254557400941849,-0.0353134348988533,0.0027678608894348145
342,-0.024697452783584595,-0.026207810267806053,0.0015103574842214584
343,-0.021705934777855873,-0.017654435709118843,0.00405149906873703
344,-0.01657991111278534,-0.015300359576940536,0.0012795515358448029
345,-0.00986921414732933,-0.010189060121774673,0.000319845974445343
346,-0.0045919460244476795,-0.0031138616614043713,0.0014780843630433083
347,0.0004778999136760831,0.0019396361894905567,0.0014617362758144736
348,0.007647412829101086,0.007472739089280367,0.00017467373982071877
349,0.012877469882369041,0.015160366892814636,0.002282897010445595
350,0.017245519906282425,0.01984916627407074,0.002603646367788315
351,0.02352689579129219,0.02417118288576603,0.0006442870944738388
352,0.030172087252140045,0.03023763932287693,6.555207073688507e-05
353,0.035299528390169144,0.0359564945101738,0.0006569661200046539
354,0.041079238057136536,0.04026155546307564,0.0008176825940608978
355,0.11865341663360596,0.1166175827383995,0.0020358338952064514
356,0.09985808283090591,0.1075054332613945,0.007647350430488586
357,0.08998220413923264,0.08877454698085785,0.0012076571583747864
358,0.08048825711011887,0.07923460751771927,0.0012536495923995972
359,0.07056161016225815,0.07008254528045654,0.0004790648818016052
360,0.06145618483424187,0.060430336743593216,0.0010258480906486511
361,0.04134067893028259,0.05191318318247795,0.010572504252195358
362,0.032601248472929,0.031968627125024796,0.0006326213479042053
363,0.022352706640958786,0.023779138922691345,0.0014264322817325592
364,0.013698883354663849,0.013665154576301575,3.372877836227417e-05
365,0.0053245071321725845,0.005520850885659456,0.00019634375348687172
366,-0.011729824356734753,-0.0026364109944552183,0.009093413362279534
367,-0.020806889981031418,-0.019584449008107185,0.0012224409729242325
368,-0.02878609672188759,-0.02872985415160656,5.624257028102875e-05
369,-0.0355847142636776,-0.036573413759469986,0.000988699495792389
370,-0.04367375373840332,-0.04324762150645256,0.0004261322319507599
371,-0.04974988102912903,-0.05143877863883972,0.0016888976097106934
372,-0.055999137461185455,-0.05719247832894325,0.0011933408677577972
373,-0.06293483823537827,-0.0635615810751915,0.0006267428398132324
374,-0.06780926883220673,-0.07084816694259644,0.0030388981103897095
375,-0.07354357838630676,-0.07527399808168411,0.0017304196953773499
376,-0.0791669711470604,-0.08129353076219559,0.002126559615135193
377,-0.08403681218624115,-0.08645228296518326,0.002415470778942108
378,-0.08772608637809753,-0.09062965214252472,0.002903565764427185
379,-0.0928947776556015,-0.09324187785387039,0.0003471001982688904
380,-0.09599199891090393,-0.0982193872332573,0.002227388322353363
381,-0.09957115352153778,-0.10059817135334015,0.0010270178318023682
382,-0.10265236347913742,-0.10423798114061356,0.0015856176614761353
383,-0.106241375207901,-0.1068398654460907,0.0005984902381896973
384,-0.10870742797851562,-0.10987068712711334,0.0011632591485977173
385,-0.1107744574546814,-0.11191320419311523,0.0011387467384338379
386,-0.11401627212762833,-0.11350977420806885,0.0005064979195594788
387,-0.11556526273488998,-0.11637136340141296,0.0008061006665229797
388,-0.11687999963760376,-0.1176457479596138,0.0007657483220100403
389,-0.11816532909870148,-0.1186760738492012,0.0005107447504997253
390,-0.11937550455331802,-0.11967958509922028,0.0003040805459022522
391,-0.12081919610500336,-0.12076941877603531,4.9777328968048096e-05
392,-0.12193881720304489,-0.1219940334558487,5.521625280380249e-05
393,-0.12308210134506226,-0.12298223376274109,9.986758232116699e-05
394,-0.12348705530166626,-0.12391698360443115,0.0004299283027648926
395,-0.12502168118953705,-0.12453216314315796,0.0004895180463790894
396,-0.12763558328151703,-0.12600077688694,0.0016348063945770264
397,-0.12837271392345428,-0.12819185853004456,0.000180855393409729
398,-0.12920163571834564,-0.12885405123233795,0.00034758448600769043
399,-0.13015116751194,-0.12954877316951752,0.0006023943424224854
400,-0.1309136152267456,-0.13060179352760315,0.00031182169914245605
401,-0.13075371086597443,-0.13143856823444366,0.0006848573684692383
402,-0.130067378282547,-0.1313547044992447,0.0012873262166976929
403,-0.1298648864030838,-0.1310657560825348,0.0012008696794509888
404,-0.13021622598171234,-0.13106131553649902,0.0008450895547866821
405,-0.12992733716964722,-0.13072197139263153,0.000794634222984314
406,-0.12778696417808533,-0.12994682788848877,0.0021598637104034424
407,-0.1264752596616745,-0.1280420869588852,0.0015668272972106934
408,-0.12433983385562897,-0.12655673921108246,0.002216905355453491
409,-0.12261948734521866,-0.12531906366348267,0.0026995763182640076
410,-0.11908172070980072,-0.12325407564640045,0.0041723549365997314
411,-0.11484134942293167,-0.11985070258378983,0.005009353160858154
412,-0.11212160438299179,-0.11493811756372452,0.002816513180732727
413,-0.1084689348936081,-0.11111599206924438,0.0026470571756362915
414,-0.10531993210315704,-0.10672799497842789,0.0014080628752708435
415,-0.10083253681659698,-0.10182248800992966,0.0009899511933326721
416,-0.09152159094810486,-0.09695232659578323,0.005430735647678375
417,-0.08665697276592255,-0.08825370669364929,0.0015967339277267456
418,-0.08141098916530609,-0.08262748271226883,0.001216493546962738
419,-0.07521145045757294,-0.07603511214256287,0.0008236616849899292
420,-0.06886699795722961,-0.07028358429670334,0.0014165863394737244
421,-0.05655167996883392,-0.06380748003721237,0.0072558000683784485
422,-0.05025143548846245,-0.05087981000542641,0.0006283745169639587
423,-0.043432194739580154,-0.043672021478414536,0.0002398267388343811
424,-0.03616154193878174,-0.0364668145775795,0.00030527263879776
425,-0.028607729822397232,-0.029515286907553673,0.0009075570851564407
426,-0.014224553480744362,-0.02263728342950344,0.008412729948759079
427,-0.006822460331022739,-0.00807113666087389,0.0012486763298511505
428,0.0005032566841691732,-0.0005027392180636525,0.0010059959022328258
429,0.007653556298464537,0.007074331399053335,0.0005792248994112015
430,0.01542203314602375,0.014426157809793949,0.0009958753362298012
431,0.022262729704380035,0.021897392347455025,0.0003653373569250107
432,0.029561659321188927,0.028445441275835037,0.0011162180453538895
433,0.036552317440509796,0.035498734563589096,0.0010535828769207
434,0.043661389499902725,0.042042553424835205,0.0016188360750675201
435,0.12605373561382294,0.1285317838191986,0.0024780482053756714
436,0.118596650660038,0.11862330883741379,2.6658177375793457e-05
437,0.11012216657400131,0.11069408804178238,0.0005719214677810669
438,0.10092534124851227,0.10167556256055832,0.000750221312046051
439,0.09174548089504242,0.09220430254936218,0.0004588216543197632
440,0.08331233263015747,0.083061583340168,0.00025074928998947144
441,0.07537174969911575,0.07499665766954422,0.0003750920295715332
442,0.0652664303779602,0.06724762916564941,0.001981198787689209
443,0.05899173021316528,0.05726054683327675,0.0017311833798885345
444,0.0516790971159935,0.05165461078286171,2.448633313179016e-05
445,0.0437389500439167,0.04477941617369652,0.0010404661297798157
