Time Step,True pos_y,Predicted pos_y,Error
119,0.18,0.18030418,-0.0003041774
120,0.18,0.18041901,-0.00041900575
121,0.18,0.1809019,-0.0009018928
122,0.18,0.18172455,-0.0017245412
123,0.19,0.18270497,0.0072950274
124,0.19,0.18920393,0.00079606473
125,0.19,0.1900529,-5.2899122e-05
126,0.19,0.18986578,0.00013421476
127,0.19,0.18991669,8.331239e-05
128,0.19,0.18994579,5.4210424e-05
129,0.19,0.18998313,1.6868114e-05
130,0.19,0.18997397,2.6032329e-05
131,0.19,0.1900281,-2.810359e-05
132,0.19,0.19000384,-3.8444996e-06
133,0.19,0.18998124,1.8760562e-05
134,0.19,0.18996345,3.655255e-05
135,0.19,0.19003138,-3.1381845e-05
136,0.19,0.19005181,-5.1811337e-05
137,0.19,0.19003773,-3.772974e-05
138,0.19,0.19001956,-1.9565225e-05
139,0.19,0.19000329,-3.2931566e-06
140,0.19,0.18999204,7.95722e-06
141,0.19,0.18997766,2.233684e-05
142,0.19,0.18998276,1.7240644e-05
143,0.19,0.18996748,3.2514334e-05
144,0.19,0.18996565,3.4347177e-05
145,0.19,0.18997067,2.9325485e-05
146,0.19,0.1899497,5.029142e-05
147,0.19,0.18994199,5.801022e-05
148,0.19,0.18994887,5.1125884e-05
149,0.19,0.18994528,5.4717064e-05
150,0.19,0.18993786,6.213784e-05
151,0.19,0.19005002,-5.0023198e-05
152,0.19,0.18995169,4.8309565e-05
153,0.19,0.1900353,-3.530085e-05
154,0.19,0.19007051,-7.0512295e-05
155,0.19,0.19011344,-0.00011344254
156,0.19,0.19000979,-9.790063e-06
157,0.19,0.18954271,0.00045728683
158,0.19,0.18934971,0.0006502867
159,0.19,0.18918206,0.00081793964
160,0.19,0.18890928,0.0010907203
161,0.19,0.18883328,0.0011667162
162,0.19,0.18945695,0.000543043
163,0.19,0.18963555,0.0003644526
164,0.19,0.18963045,0.0003695488
165,0.19,0.18969227,0.00030772388
166,0.19,0.18972465,0.00027534366
167,0.19,0.18976909,0.0002309084
168,0.19,0.18982786,0.00017213821
169,0.19,0.18994002,5.9977174e-05
170,0.19,0.18998504,1.4960766e-05
171,0.19,0.18998078,1.9222498e-05
172,0.19,0.18994352,5.64754e-05
173,0.19,0.18992603,7.3969364e-05
174,0.19,0.19007492,-7.492304e-05
175,0.19,0.1904682,-0.0004682094
176,0.19,0.19060034,-0.000600338
177,0.19,0.19061507,-0.00061507523
178,0.19,0.18989344,0.000106558204
179,0.19,0.18990645,9.354949e-05
180,0.19,0.19010423,-0.00010423362
181,0.19,0.19008733,-8.7335706e-05
182,0.19,0.19009554,-9.5546246e-05
183,0.19,0.19003764,-3.7640333e-05
184,0.19,0.18998998,1.001358e-05
185,0.19,0.18996793,3.20673e-05
186,0.19,0.18994984,5.015731e-05
187,0.19,0.18994789,5.210936e-05
188,0.19,0.1899531,4.6893954e-05
189,0.19,0.1899554,4.4599175e-05
190,0.19,0.18996195,3.8042665e-05
191,0.19,0.18996641,3.3587217e-05
192,0.19,0.1899647,3.530085e-05
193,0.19,0.18997061,2.938509e-05
194,0.19,0.1899758,2.4199486e-05
195,0.19,0.18998298,1.7017126e-05
196,0.19,0.18999664,3.3527613e-06
197,0.19,0.19004774,-4.774332e-05
198,0.19,0.19009687,-9.687245e-05
199,0.19,0.19004612,-4.6119094e-05
200,0.19,0.19009492,-9.49204e-05
201,0.19,0.19010161,-0.00010161102
202,0.19,0.19008166,-8.165836e-05
203,0.19,0.19014141,-0.00014141202
204,0.19,0.19015516,-0.00015516579
205,0.19,0.190106,-0.00010600686
206,0.19,0.19003361,-3.361702e-05
207,0.19,0.1899898,1.0192394e-05
208,0.19,0.1900032,-3.2037497e-06
209,0.19,0.1900207,-2.0697713e-05
210,0.19,0.19003768,-3.7685037e-05
211,0.19,0.19006366,-6.365776e-05
212,0.19,0.19005324,-5.324185e-05
213,0.19,0.19001059,-1.0594726e-05
214,0.19,0.19002584,-2.5838614e-05
215,0.19,0.19007461,-7.4610114e-05
216,0.19,0.190118,-0.000118002295
217,0.19,0.19013579,-0.00013579428
218,0.19,0.19012676,-0.00012676418
219,0.19,0.19012979,-0.00012978911
220,0.19,0.19013217,-0.0001321733
221,0.19,0.19013178,-0.00013178587
222,0.19,0.19013244,-0.00013244152
223,0.19,0.19024579,-0.00024579465
224,0.19,0.18998744,1.2561679e-05
225,0.19,0.19003214,-3.2141805e-05
226,0.19,0.19000213,-2.130866e-06
227,0.19,0.18992104,7.896125e-05
228,0.19,0.18994257,5.7429075e-05
229,0.19,0.18951517,0.00048482418
230,0.19,0.18880856,0.0011914372
231,0.19,0.18841009,0.0015899092
232,0.19,0.1882764,0.0017236024
233,0.19,0.18816753,0.0018324703
234,0.19,0.18803266,0.0019673407
235,0.19,0.1879073,0.0020927042
236,0.19,0.18779592,0.0022040755
237,0.19,0.1878474,0.002152592
238,0.19,0.1877841,0.002215892
239,0.18,0.18768531,-0.0076853037
240,0.18,0.18120173,-0.001201719
241,0.18,0.18030664,-0.0003066361
242,0.18,0.18053839,-0.00053837895
243,0.18,0.18052436,-0.00052435696
244,0.18,0.18099414,-0.000994131
245,0.18,0.18115309,-0.0011530817
246,0.18,0.1817456,-0.0017455965
247,0.18,0.18259391,-0.0025939047
248,0.18,0.18309002,-0.003090009
249,0.18,0.18381622,-0.0038162172
250,0.19,0.18373837,0.006261632
251,0.19,0.18861827,0.0013817251
252,0.19,0.18986575,0.00013424456
253,0.19,0.18987218,0.00012782216
254,0.19,0.1899176,8.240342e-05
255,0.19,0.18998802,1.1980534e-05
256,0.19,0.19007486,-7.4863434e-05
257,0.19,0.1901902,-0.00019019842
258,0.19,0.1899628,3.71933e-05
259,0.19,0.1899383,6.169081e-05
260,0.19,0.19023927,-0.00023926795
261,0.19,0.18996522,3.477931e-05
262,0.19,0.19006988,-6.9886446e-05
263,0.19,0.19008406,-8.405745e-05
264,0.19,0.19009952,-9.9524856e-05
265,0.19,0.19010204,-0.00010204315
266,0.19,0.19007881,-7.881224e-05
267,0.19,0.1900775,-7.750094e-05
268,0.19,0.19007201,-7.201731e-05
269,0.19,0.19006121,-6.121397e-05
270,0.19,0.19003607,-3.607571e-05
271,0.19,0.19002338,-2.3379922e-05
272,0.19,0.1899312,6.879866e-05
273,0.19,0.19002382,-2.3826957e-05
274,0.19,0.18991677,8.3222985e-05
275,0.19,0.18994232,5.7682395e-05
276,0.19,0.18994887,5.1125884e-05
277,0.19,0.18994263,5.736947e-05
278,0.19,0.18993214,6.785989e-05
279,0.19,0.18992345,7.6547265e-05
280,0.19,0.18990883,9.1165304e-05
281,0.19,0.18989697,0.00010302663
282,0.19,0.1898747,0.00012530386
283,0.19,0.18987735,0.00012265146
284,0.19,0.18979199,0.00020800531
285,0.19,0.18984094,0.000159055
286,0.19,0.18985336,0.00014664233
287,0.19,0.18984428,0.00015571713
288,0.19,0.18982714,0.00017285347
289,0.19,0.18980639,0.00019361079
290,0.19,0.18980637,0.00019362569
291,0.19,0.18981104,0.00018896163
292,0.19,0.18981306,0.00018693507
293,0.19,0.18981592,0.00018407404
294,0.19,0.18980028,0.00019972026
295,0.19,0.18979299,0.00020700693
296,0.19,0.18977995,0.00022004545
297,0.19,0.18974704,0.0002529621
298,0.19,0.1897336,0.00026640296
299,0.19,0.18972191,0.00027808547
300,0.19,0.1896909,0.0003090948
301,0.19,0.18964076,0.0003592372
302,0.19,0.18957278,0.0004272163
303,0.19,0.18950537,0.00049462914
304,0.19,0.18938108,0.00061891973
305,0.19,0.18928877,0.0007112324
306,0.18,0.18907054,-0.0090705305
307,0.18,0.18236941,-0.0023694038
308,0.18,0.17973195,0.000268057
309,0.18,0.17988417,0.00011584163
310,0.18,0.18007855,-7.854402e-05
311,0.18,0.18004365,-4.36455e-05
312,0.18,0.18008125,-8.124113e-05
313,0.18,0.18013029,-0.00013028085
314,0.18,0.18015307,-0.00015306473
315,0.18,0.18015903,-0.00015902519
316,0.18,0.18015184,-0.00015182793
317,0.18,0.18015596,-0.00015595555
318,0.18,0.18013182,-0.00013181567
319,0.18,0.18012005,-0.000120043755
320,0.18,0.18010537,-0.00010536611
321,0.18,0.18009505,-9.5039606e-05
322,0.18,0.18009347,-9.346008e-05
323,0.18,0.18006636,-6.635487e-05
324,0.18,0.18002869,-2.8684735e-05
325,0.18,0.1800523,-5.2288175e-05
326,0.18,0.18003751,-3.7506223e-05
327,0.18,0.18007709,-7.708371e-05
328,0.18,0.18002534,-2.5331974e-05
329,0.18,0.17997937,2.0638108e-05
330,0.18,0.17996581,3.4198165e-05
331,0.18,0.17993906,6.094575e-05
332,0.18,0.17998183,1.8179417e-05
333,0.18,0.17996576,3.424287e-05
334,0.18,0.1799737,2.630055e-05
335,0.18,0.17997597,2.4035573e-05
336,0.18,0.17997767,2.233684e-05
337,0.18,0.17998526,1.475215e-05
338,0.18,0.17996551,3.4496188e-05
339,0.18,0.17993142,6.8590045e-05
340,0.18,0.1800181,-1.809001e-05
341,0.18,0.17991981,8.019805e-05
342,0.18,0.17998645,1.3560057e-05
343,0.18,0.17999126,8.746982e-06
344,0.18,0.17997932,2.0682812e-05
345,0.18,0.17998393,1.6078353e-05
346,0.18,0.17998423,1.578033e-05
347,0.18,0.179982,1.8000603e-05
348,0.18,0.17998642,1.3589859e-05
349,0.18,0.17998637,1.36345625e-05
350,0.18,0.17998809,1.1920929e-05
351,0.18,0.17999339,6.6161156e-06
352,0.18,0.17999643,3.5762787e-06
353,0.18,0.1799944,5.6028366e-06
354,0.18,0.17999616,3.8444996e-06
355,0.18,0.18000114,-1.1324883e-06
356,0.18,0.17999572,4.2915344e-06
357,0.18,0.1800028,-2.7865171e-06
358,0.18,0.18000007,-5.9604645e-08
359,0.18,0.17999895,1.0579824e-06
360,0.18,0.17999789,2.115965e-06
361,0.18,0.17999607,3.9339066e-06
362,0.18,0.1799957,4.3064356e-06
363,0.18,0.17998612,1.3887882e-05
364,0.18,0.17998019,1.9818544e-05
365,0.18,0.17996377,3.6239624e-05
366,0.18,0.17994402,5.5983663e-05
367,0.18,0.17991531,8.46982e-05
368,0.18,0.17987831,0.00012169778
369,0.18,0.17981231,0.00018769503
370,0.18,0.17968953,0.0003104806
371,0.18,0.17927858,0.0007214248
372,0.18,0.17870635,0.0012936592
373,0.17,0.17796664,-0.007966638
374,0.17,0.17099248,-0.0009924769
375,0.17,0.1702489,-0.0002488941
376,0.17,0.16997929,2.0712614e-05
377,0.17,0.16990633,9.36687e-05
378,0.17,0.16995493,4.5076013e-05
379,0.17,0.16998531,1.4692545e-05
380,0.17,0.16999395,6.0498714e-06
381,0.17,0.17000253,-2.5331974e-06
382,0.17,0.16999532,4.6789646e-06
383,0.17,0.1699497,5.030632e-05
384,0.17,0.16998929,1.0713935e-05
385,0.17,0.16996832,3.167987e-05
386,0.17,0.16993707,6.2927604e-05
387,0.17,0.16990286,9.714067e-05
388,0.17,0.16991365,8.635223e-05
389,0.17,0.1699553,4.4703484e-05
390,0.17,0.169937,6.300211e-05
391,0.17,0.16993223,6.777048e-05
392,0.17,0.16989605,0.0001039505
393,0.17,0.16991036,8.9645386e-05
394,0.17,0.16991723,8.277595e-05
395,0.17,0.16991451,8.548796e-05
396,0.17,0.16992997,7.003546e-05
397,0.17,0.16994901,5.0991774e-05
398,0.17,0.16995269,4.7311187e-05
399,0.17,0.16992517,7.483363e-05
400,0.17,0.16993189,6.811321e-05
401,0.17,0.16992152,7.8484416e-05
402,0.17,0.16989186,0.00010813773
403,0.17,0.16992456,7.544458e-05
404,0.17,0.16991042,8.958578e-05
405,0.17,0.16989747,0.00010253489
406,0.17,0.16989027,0.00010973215
407,0.17,0.16988026,0.00011974573
408,0.17,0.1698762,0.00012379885
409,0.17,0.1698839,0.00011609495
410,0.17,0.16988242,0.00011758506
411,0.17,0.16989009,0.000109910965
412,0.17,0.16989173,0.00010827184
413,0.17,0.16988748,0.00011251867
414,0.17,0.16987264,0.00012736022
415,0.17,0.16985708,0.00014291704
416,0.17,0.16994481,5.51939e-05
417,0.17,0.16987596,0.00012403727
418,0.17,0.16988125,0.00011874735
419,0.17,0.16986893,0.00013107061
420,0.17,0.16985741,0.00014258921
421,0.17,0.16984852,0.0001514852
422,0.17,0.1698429,0.00015710294
423,0.17,0.16985384,0.00014616549
424,0.17,0.16985103,0.00014896691
425,0.17,0.16986166,0.00013834238
426,0.17,0.16986139,0.0001386106
427,0.17,0.16985007,0.00014993548
428,0.17,0.16990978,9.022653e-05
429,0.17,0.1698606,0.00013940036
430,0.17,0.16987154,0.00012846291
431,0.17,0.16987059,0.00012941658
432,0.17,0.16990751,9.249151e-05
433,0.17,0.16988507,0.000114932656
434,0.17,0.16989793,0.000102072954
435,0.17,0.16990387,9.612739e-05
436,0.17,0.16991505,8.495152e-05
437,0.17,0.16991211,8.788705e-05
438,0.17,0.16990952,9.047985e-05
439,0.17,0.16991574,8.426607e-05
440,0.17,0.1699134,8.660555e-05
441,0.17,0.16991472,8.5279346e-05
442,0.17,0.16995415,4.5850873e-05
443,0.17,0.16994402,5.5983663e-05
444,0.17,0.16994514,5.4866076e-05
445,0.17,0.16998193,1.8075109e-05
446,0.17,0.16998476,1.5243888e-05
447,0.17,0.16999684,3.1590462e-06
448,0.17,0.17000797,-7.972121e-06
449,0.17,0.17000365,-3.6507845e-06
450,0.17,0.17000963,-9.62615e-06
451,0.17,0.16998549,1.4513731e-05
452,0.17,0.1699447,5.529821e-05
453,0.17,0.16992658,7.341802e-05
454,0.17,0.16991828,8.171797e-05
455,0.17,0.16991249,8.751452e-05
456,0.17,0.16992773,7.227063e-05
457,0.17,0.16992499,7.5012445e-05
458,0.17,0.16993867,6.133318e-05
459,0.17,0.16995752,4.248321e-05
460,0.17,0.16995436,4.5642257e-05
461,0.17,0.16999096,9.045005e-06
462,0.17,0.17011937,-0.0001193732
463,0.17,0.17044637,-0.00044636428
464,0.17,0.17077431,-0.00077430904
465,0.17,0.17122807,-0.0012280643
466,0.17,0.17170112,-0.0017011166
467,0.17,0.17202389,-0.0020238906
468,0.17,0.17226757,-0.0022675693
469,0.18,0.17246957,0.007530436
470,0.18,0.1793274,0.0006726086
471,0.18,0.17983292,0.00016708672
472,0.18,0.17976508,0.00023493171
473,0.18,0.17978172,0.00021828711
474,0.18,0.17997982,2.0191073e-05
475,0.18,0.18001398,-1.3977289e-05
476,0.18,0.18000264,-2.6375055e-06
477,0.18,0.18002722,-2.720952e-05
478,0.18,0.18008654,-8.653104e-05
479,0.18,0.18012704,-0.0001270324
480,0.18,0.18011136,-0.00011135638
481,0.18,0.18000862,-8.612871e-06
482,0.18,0.18005568,-5.567074e-05
483,0.18,0.18008912,-8.9108944e-05
484,0.18,0.18007681,-7.6800585e-05
485,0.18,0.18006893,-6.891787e-05
486,0.18,0.18006438,-6.4373016e-05
487,0.18,0.18005298,-5.2973628e-05
488,0.18,0.18005487,-5.4866076e-05
489,0.18,0.18005998,-5.9977174e-05
490,0.18,0.18005496,-5.4955482e-05
491,0.18,0.18004337,-4.336238e-05
492,0.18,0.18006247,-6.246567e-05
493,0.18,0.18004374,-4.3734908e-05
494,0.18,0.18006805,-6.80387e-05
495,0.18,0.18008053,-8.0525875e-05
496,0.18,0.18009809,-9.807944e-05
497,0.18,0.18011485,-0.00011484325
498,0.18,0.18017107,-0.00017106533
499,0.18,0.18012922,-0.00012920797
500,0.18,0.18011053,-0.00011052191
501,0.18,0.18013552,-0.00013551116
502,0.18,0.18012518,-0.00012516975
503,0.18,0.18009987,-9.986758e-05
504,0.18,0.18013102,-0.00013101101
505,0.18,0.18018658,-0.00018657744
506,0.18,0.18045498,-0.00045497715
507,0.18,0.18069197,-0.0006919652
508,0.18,0.18106043,-0.0010604262
509,0.18,0.1818665,-0.0018664896
510,0.18,0.1823107,-0.0023106933
511,0.18,0.18246937,-0.0024693608
512,0.18,0.18252933,-0.002529323
513,0.19,0.18271329,0.0072867125
514,0.19,0.18941078,0.0005892217
515,0.19,0.19003922,-3.9219856e-05
516,0.19,0.18996094,3.9055943e-05
517,0.19,0.18994069,5.930662e-05
518,0.19,0.19006544,-6.54459e-05
519,0.19,0.19005525,-5.5253506e-05
520,0.19,0.19001245,-1.2457371e-05
521,0.19,0.18996938,3.0621886e-05
522,0.19,0.18995117,4.8831105e-05
523,0.19,0.18997404,2.5957823e-05
524,0.19,0.1899479,5.209446e-05
525,0.19,0.18994121,5.878508e-05
526,0.19,0.18997721,2.2783875e-05
527,0.19,0.18994997,5.0023198e-05
528,0.19,0.18995476,4.5239925e-05
529,0.19,0.18995874,4.1261315e-05
530,0.19,0.18995182,4.8175454e-05
531,0.19,0.18997113,2.886355e-05
532,0.19,0.18994813,5.1870942e-05
533,0.19,0.18991464,8.535385e-05
534,0.19,0.1899516,4.839897e-05
535,0.19,0.18989657,0.00010342896
536,0.19,0.18994054,5.9455633e-05
537,0.19,0.18993948,6.0513616e-05
538,0.19,0.18990116,9.88394e-05
539,0.19,0.18984196,0.00015804172
540,0.19,0.1897999,0.00020009279
541,0.19,0.18979788,0.00020211935
542,0.19,0.18975654,0.00024345517
543,0.19,0.18975005,0.00024995208
544,0.19,0.1897314,0.00026859343
545,0.19,0.18971775,0.0002822429
546,0.19,0.1897289,0.00027109683
547,0.19,0.18972993,0.00027006865
548,0.19,0.18976958,0.00023041666
549,0.19,0.18979654,0.00020346045
550,0.19,0.18980892,0.00019107759
551,0.19,0.1898162,0.00018379092
552,0.19,0.1898224,0.00017759204
553,0.19,0.18982702,0.00017297268
554,0.19,0.18986836,0.00013163686
555,0.19,0.18990788,9.211898e-05
556,0.19,0.18987812,0.0001218766
557,0.19,0.1899113,8.869171e-05
558,0.19,0.18998083,1.9162893e-05
559,0.19,0.19002502,-2.501905e-05
560,0.19,0.1900502,-5.0202012e-05
561,0.19,0.19006898,-6.8977475e-05
562,0.19,0.1900629,-6.28978e-05
563,0.19,0.19004562,-4.5627356e-05
564,0.19,0.19000556,-5.558133e-06
565,0.19,0.19004111,-4.1112304e-05
566,0.19,0.19003657,-3.656745e-05
567,0.19,0.19008604,-8.6039305e-05
568,0.19,0.19008462,-8.4623694e-05
569,0.19,0.19005817,-5.8174133e-05
570,0.19,0.19004074,-4.0739775e-05
571,0.19,0.1900271,-2.7105212e-05
572,0.19,0.19000474,-4.7385693e-06
573,0.19,0.18995635,4.36455e-05
574,0.19,0.18990725,9.274483e-05
575,0.19,0.18987632,0.00012367964
576,0.19,0.18986592,0.00013408065
577,0.19,0.18985106,0.0001489371
578,0.19,0.18983366,0.00016634166
579,0.19,0.18982348,0.00017651916
580,0.19,0.18979321,0.00020678341
581,0.19,0.18980804,0.00019195676
582,0.19,0.1898007,0.00019930303
583,0.19,0.18980977,0.00019022822
584,0.19,0.18983063,0.0001693666
585,0.19,0.18980221,0.00019778311
586,0.19,0.18980259,0.00019741058
587,0.19,0.18982494,0.00017505884
588,0.19,0.189847,0.00015299022
589,0.19,0.18988276,0.000117242336
590,0.19,0.18992019,7.981062e-05
591,0.19,0.19001004,-1.0043383e-05
592,0.19,0.18995924,4.0754676e-05
593,0.19,0.19000167,-1.66893e-06
594,0.19,0.19003338,-3.33786e-05
595,0.19,0.19005387,-5.3867698e-05
596,0.19,0.19012022,-0.00012022257
597,0.19,0.1901146,-0.00011460483
598,0.19,0.19010942,-0.00010941923
599,0.19,0.19008811,-8.8110566e-05
600,0.19,0.19014706,-0.00014705956
601,0.19,0.19019629,-0.000196293
602,0.19,0.19018267,-0.00018267334
603,0.19,0.19018927,-0.00018927455
604,0.19,0.19018786,-0.00018785894
605,0.19,0.19018447,-0.00018447638
606,0.19,0.19018334,-0.00018334389
607,0.19,0.19019015,-0.00019015372
608,0.19,0.19019115,-0.0001911521
609,0.19,0.19019164,-0.00019164383
610,0.19,0.19019456,-0.00019456446
611,0.19,0.19019581,-0.00019581616
612,0.19,0.19020426,-0.00020426512
613,0.19,0.19020295,-0.00020295382
614,0.19,0.19020414,-0.00020414591
615,0.19,0.19020836,-0.00020836294
616,0.19,0.19017313,-0.00017313659
617,0.19,0.19019261,-0.00019261241
618,0.19,0.19021638,-0.00021637976
619,0.19,0.19021887,-0.00021886826
620,0.19,0.19022056,-0.00022056699
621,0.19,0.19021559,-0.00021559
622,0.19,0.19020203,-0.00020202994
623,0.19,0.1901742,-0.00017420948
624,0.19,0.19014922,-0.00014922023
625,0.19,0.19011374,-0.00011374056
626,0.19,0.19009401,-9.4011426e-05
627,0.19,0.19008225,-8.225441e-05
628,0.19,0.19006465,-6.465614e-05
629,0.19,0.19005696,-5.696714e-05
630,0.19,0.19004202,-4.2021275e-05
631,0.19,0.19003652,-3.6522746e-05
632,0.19,0.19001226,-1.2263656e-05
633,0.19,0.19000103,-1.0281801e-06
634,0.19,0.18996117,3.8832426e-05
635,0.19,0.19005664,-5.6639314e-05
636,0.19,0.18981138,0.0001886189
637,0.19,0.18963733,0.00036266446
638,0.19,0.1898807,0.0001192987
639,0.19,0.19005449,-5.4493546e-05
640,0.19,0.19006708,-6.708503e-05
641,0.19,0.18966529,0.00033470988
642,0.19,0.18972358,0.00027641654
643,0.19,0.1895992,0.00040079653
644,0.19,0.18950196,0.0004980415
645,0.19,0.18928762,0.0007123798
646,0.19,0.18896493,0.0010350645
647,0.18,0.18902887,-0.009028867
648,0.18,0.18378697,-0.0037869662
649,0.18,0.18138377,-0.0013837665
650,0.18,0.18127874,-0.0012787282
651,0.19,0.18073191,0.00926809
652,0.18,0.18508832,-0.0050883144
653,0.18,0.18445927,-0.004459262
654,0.18,0.18124805,-0.0012480468
655,0.18,0.18459983,-0.0045998245
656,0.18,0.184517,-0.004516989
657,0.18,0.18320778,-0.003207773
658,0.18,0.18221778,-0.0022177696
659,0.18,0.18230623,-0.002306223
660,0.18,0.18316235,-0.0031623393
661,0.18,0.18442947,-0.0044294596
662,0.18,0.18452214,-0.00452213
663,0.18,0.18419069,-0.0041906834
664,0.19,0.1840019,0.005998105
665,0.19,0.18453312,0.0054668784
666,0.19,0.18965274,0.00034725666
667,0.19,0.18943527,0.0005647242
668,0.19,0.19014727,-0.00014726818
669,0.19,0.1902832,-0.00028319657
670,0.19,0.19020519,-0.00020518899
671,0.19,0.19028974,-0.00028973818
672,0.19,0.19020468,-0.00020468235
673,0.19,0.19002998,-2.9981136e-05
674,0.19,0.19000544,-5.438924e-06
675,0.19,0.19001533,-1.5333295e-05
676,0.19,0.19003655,-3.655255e-05
677,0.19,0.19005974,-5.9738755e-05
678,0.19,0.19005781,-5.7816505e-05
679,0.19,0.19006415,-6.41495e-05
680,0.19,0.19007528,-7.5280666e-05
681,0.19,0.19007102,-7.1018934e-05
682,0.19,0.19007385,-7.3850155e-05
683,0.19,0.19006781,-6.7815185e-05
684,0.19,0.19008686,-8.685887e-05
685,0.19,0.19008455,-8.454919e-05
686,0.19,0.19008486,-8.486211e-05
687,0.19,0.1900851,-8.510053e-05
688,0.19,0.19008319,-8.319318e-05
689,0.19,0.19007744,-7.7441335e-05
