Time Step,True pos_x,Predicted pos_x,Error
513,-0.59,-0.58643985,-0.0035601258
514,-0.6,-0.6080447,0.00804466
515,-0.62,-0.62200105,0.0020010471
516,-0.64,-0.6371157,-0.0028842688
517,-0.65,-0.6564551,0.0064551234
518,-0.66,-0.6619027,0.0019026995
519,-0.67,-0.6717255,0.0017254949
520,-0.69,-0.68158776,-0.008412242
521,-0.7,-0.70232606,0.0023260713
522,-0.72,-0.71234965,-0.0076503754
523,-0.73,-0.73045313,0.0004531145
524,-0.74,-0.7373941,-0.002605915
525,-0.74,-0.7457561,0.00575608
526,-0.75,-0.7448963,-0.0051037073
527,-0.76,-0.7547176,-0.005282402
528,-0.76,-0.76489383,0.0048938394
529,-0.76,-0.764992,0.004992008
530,-0.77,-0.7648865,-0.0051134825
531,-0.77,-0.77489287,0.0048928857
532,-0.78,-0.7744138,-0.0055861473
533,-0.78,-0.7832699,0.0032699108
534,-0.78,-0.78136086,0.0013608932
535,-0.78,-0.78009075,9.0777874e-05
536,-0.78,-0.7798932,-0.00010675192
537,-0.78,-0.7798788,-0.00012117624
538,-0.78,-0.77945673,-0.00054323673
539,-0.78,-0.7788299,-0.0011700988
540,-0.78,-0.7784965,-0.0015034676
541,-0.78,-0.77878124,-0.0012187362
542,-0.78,-0.77973765,-0.00026232004
543,-0.78,-0.7811259,0.0011259317
544,-0.78,-0.7825004,0.0025004148
545,-0.78,-0.7837935,0.0037935376
546,-0.79,-0.7843468,-0.0056532025
547,-0.79,-0.79417175,0.004171729
548,-0.79,-0.793758,0.0037579536
549,-0.79,-0.7933956,0.0033955574
550,-0.8,-0.79314846,-0.006851554
551,-0.8,-0.8029859,0.0029858947
552,-0.81,-0.80300635,-0.0069936514
553,-0.81,-0.8133764,0.0033764243
554,-0.81,-0.8148612,0.004861176
555,-0.82,-0.81685394,-0.0031460524
556,-0.82,-0.8284185,0.0084185
557,-0.83,-0.82869804,-0.0013019443
558,-0.83,-0.83786803,0.0078680515
559,-0.84,-0.8361257,-0.003874302
560,-0.84,-0.8446732,0.0046732426
561,-0.84,-0.8438333,0.0038333535
562,-0.85,-0.8430528,-0.0069472194
563,-0.85,-0.85148835,0.001488328
564,-0.85,-0.8496843,-0.0003157258
565,-0.84,-0.8478013,0.007801354
566,-0.84,-0.83603317,-0.0039668083
567,-0.84,-0.83481586,-0.005184114
568,-0.83,-0.83396566,0.003965676
569,-0.83,-0.82309926,-0.0069007277
570,-0.82,-0.8221085,0.0021085143
571,-0.82,-0.8115083,-0.008491695
572,-0.81,-0.81136984,0.001369834
573,-0.8,-0.8015682,0.0015681982
574,-0.8,-0.7920129,-0.007987142
575,-0.8,-0.79255617,-0.0074438453
576,-0.79,-0.79321367,0.003213644
577,-0.79,-0.7839156,-0.006084442
578,-0.78,-0.78462905,0.0046290755
579,-0.78,-0.7752566,-0.0047433972
580,-0.77,-0.77578634,0.0057863593
581,-0.77,-0.7663888,-0.003611207
582,-0.77,-0.767203,-0.0027970076
583,-0.76,-0.7684201,0.00842011
584,-0.76,-0.759741,-0.00025898218
585,-0.76,-0.76081604,0.0008160472
586,-0.76,-0.7613912,0.001391232
587,-0.76,-0.7615966,0.0015966296
588,-0.76,-0.7614891,0.0014891028
589,-0.76,-0.7610625,0.0010625124
590,-0.76,-0.761428,0.0014280081
591,-0.76,-0.7622142,0.0022141933
592,-0.76,-0.76279396,0.0027939677
593,-0.76,-0.7626015,0.0026015043
594,-0.77,-0.76196915,-0.008030832
595,-0.77,-0.77124363,0.0012436509
596,-0.77,-0.7707473,0.00074732304
597,-0.77,-0.77017176,0.00017178059
598,-0.77,-0.76963794,-0.0003620386
599,-0.77,-0.7686555,-0.001344502
600,-0.76,-0.76773834,0.007738352
601,-0.76,-0.75697184,-0.0030281544
602,-0.76,-0.75627697,-0.0037230253
603,-0.76,-0.7556743,-0.004325688
604,-0.75,-0.7550708,0.0050708055
605,-0.75,-0.74445873,-0.005541265
606,-0.74,-0.7438416,0.003841579
607,-0.74,-0.733267,-0.0067330003
608,-0.73,-0.7326487,0.0026486516
609,-0.72,-0.72200984,0.002009809
610,-0.72,-0.7114728,-0.008527219
611,-0.71,-0.7110074,0.0010074377
612,-0.7,-0.70056504,0.00056505203
613,-0.7,-0.6901026,-0.009897411
614,-0.68,-0.6895534,0.009553373
615,-0.67,-0.6688714,-0.001128614
616,-0.66,-0.6578566,-0.0021434426
617,-0.65,-0.64663607,-0.0033639073
618,-0.64,-0.63597715,-0.0040228367
619,-0.63,-0.62549967,-0.0045003295
620,-0.62,-0.6149794,-0.0050206184
621,-0.61,-0.604311,-0.005689025
622,-0.6,-0.59353864,-0.006461382
623,-0.57,-0.5827727,0.012772679
624,-0.55,-0.55199504,0.001995027
625,-0.54,-0.5312602,-0.008739829
626,-0.52,-0.5205426,0.0005426407
627,-0.51,-0.4998291,-0.010170877
628,-0.49,-0.4891704,-0.00082960725
629,-0.48,-0.4685247,-0.011475295
630,-0.46,-0.45791382,-0.0020861924
631,-0.44,-0.43725604,-0.0027439594
632,-0.41,-0.41666266,0.006662667
633,-0.39,-0.38604617,-0.0039538145
634,-0.38,-0.36567536,-0.014324635
635,-0.36,-0.35515594,-0.0048440695
636,-0.34,-0.33480164,-0.0051983595
637,-0.32,-0.31395957,-0.006040424
638,-0.3,-0.293291,-0.0067090094
639,-0.28,-0.27284813,-0.007151872
640,-0.26,-0.25305042,-0.0069495738
641,-0.22,-0.2324756,0.012475595
642,-0.21,-0.19248684,-0.017513156
643,-0.18,-0.18175408,0.0017540753
644,-0.16,-0.1517508,-0.008249193
645,-0.12,-0.1312722,0.011272199
