Time_Step,dt_seconds,Throttle_Control,Steering_Control,True_Abs_pos_x,Pred_Abs_pos_x,True_Delta_pos_x,Pred_Delta_pos_x,Abs_Error_pos_x,True_Abs_pos_y,Pred_Abs_pos_y,True_Delta_pos_y,Pred_Delta_pos_y,Abs_Error_pos_y,True_Abs_pos_z,Pred_Abs_pos_z,True_Delta_pos_z,Pred_Delta_pos_z,Abs_Error_pos_z,True_Abs_rot_0,Pred_Abs_rot_0,True_Delta_rot_0,Pred_Delta_rot_0,Abs_Error_rot_0,True_Abs_rot_1,Pred_Abs_rot_1,True_Delta_rot_1,Pred_Delta_rot_1,Abs_Error_rot_1,True_Abs_rot_2,Pred_Abs_rot_2,True_Delta_rot_2,Pred_Delta_rot_2,Abs_Error_rot_2,True_Abs_rot_3,Pred_Abs_rot_3,True_Delta_rot_3,Pred_Delta_rot_3,Abs_Error_rot_3
6168,0.04,-0.07,-0.21,-0.54,-0.5455635,0.01999998,0.0144364815,0.0055634975,0.19,0.19003901,0.0,3.9012943e-05,3.901124e-05,1.93,1.9326365,0.01999998,0.022636537,0.0026365519,0.01,0.01020824,0.0,0.00020824015,0.00020824,0.26,0.24842608,0.0,-0.0115739135,0.011573911,-0.01,-0.010093286,0.0,-9.328628e-05,9.3285926e-05,-0.97,-0.96292907,-0.01000005,-0.002929104,0.0070709586
6169,0.04,-0.07,-0.21,-0.53,-0.5250476,0.01000005,0.01495241,0.004952371,0.19,0.19004224,0.0,4.2241914e-05,4.2244792e-05,1.96,1.9521558,0.03000009,0.02215592,0.00784421,0.01,0.010174936,0.0,0.00017493566,0.0001749359,0.24,0.24840331,-0.019999996,-0.011596683,0.008403316,-0.01,-0.010163677,0.0,-0.00016367681,0.00016367715,-0.97,-0.9727545,0.0,-0.0027544394,0.0027544498
6170,0.04,-0.07,-0.23,-0.5,-0.5146159,0.029999971,0.015384059,0.014615893,0.19,0.19005653,0.0,5.653669e-05,5.6535006e-05,2.01,1.9817952,0.049999952,0.021795131,0.028204799,0.01,0.010248494,0.0,0.00024849482,0.00024849456,0.22,0.22820227,-0.019999996,-0.011797724,0.00820227,-0.01,-0.010171433,0.0,-0.0001714336,0.0001714332,-0.97,-0.97263986,0.0,-0.0026398196,0.00263983
6171,0.04,-0.07,-0.3,-0.49,-0.48439875,0.00999999,0.015601243,0.005601257,0.19,0.19007994,0.0,7.994292e-05,7.994473e-05,2.04,2.0316956,0.029999971,0.021695675,0.0083043575,0.01,0.010398647,0.0,0.00039864663,0.00039864704,0.2,0.20704325,-0.019999996,-0.012956751,0.0070432425,-0.01,-0.010339537,0.0,-0.00033953684,0.00033953693,-0.98,-0.9726055,-0.00999999,-0.002605527,0.0073944926
6172,0.04,-0.07,-0.37,-0.47,-0.4744865,0.02000001,0.0155135235,0.004486501,0.19,0.19009463,0.0,9.463858e-05,9.4637275e-05,2.06,2.0618107,0.01999998,0.02181085,0.0018107891,0.01,0.010718517,0.0,0.0007185169,0.0007185172,0.17,0.18473521,-0.030000001,-0.015264787,0.014735207,-0.01,-0.010734235,0.0,-0.0007342354,0.00073423516,-0.98,-0.9824838,0.0,-0.0024837747,0.0024837852
6173,0.04,-0.07,-0.37,-0.46,-0.45460498,0.00999999,0.015395016,0.005395025,0.19,0.19008316,0.0,8.316475e-05,8.316338e-05,2.07,2.0813072,0.00999999,0.02130733,0.0113072395,0.01,0.01079038,0.0,0.00079037965,0.00079037994,0.16,0.15284276,-0.010000005,-0.017157245,0.0071572363,-0.01,-0.0107107805,0.0,-0.00071078114,0.00071078073,-0.99,-0.9822787,-0.00999999,-0.0022786746,0.007721305
6174,0.04,-0.07,-0.37,-0.45,-0.44461814,0.01000002,0.015381884,0.0053818524,0.19,0.19006257,0.0,6.257503e-05,6.2569976e-05,2.09,2.0899048,0.01999998,0.019904813,9.512901e-05,0.01,0.010328713,0.0,0.0003287128,0.0003287131,0.15,0.14207533,-0.00999999,-0.017924663,0.007924676,-0.01,-0.010234551,0.0,-0.00023455083,0.0002345508,-0.99,-0.992131,0.0,-0.002130973,0.0021309853
6175,0.04,-0.07,-0.37,-0.44,-0.4346503,0.00999999,0.015349675,0.0053496957,0.19,0.19004412,0.0,4.412215e-05,4.412234e-05,2.1,2.108341,0.00999999,0.018341132,0.008341074,0.01,0.0099715935,0.0,-2.8405875e-05,2.840627e-05,0.15,0.1323495,0.0,-0.0176505,0.0176505,-0.01,-0.009799651,0.0,0.00020034902,0.0002003489,-0.99,-0.991947,0.0,-0.0019470128,0.0019469857
6176,0.04,-0.07,-0.37,-0.43,-0.42468515,0.00999999,0.015314838,0.005314857,0.19,0.19004259,0.0,4.2589396e-05,4.258752e-05,2.12,2.1171474,0.01999998,0.017147569,0.0028524399,0.01,0.009913243,0.0,-8.675616e-05,8.675642e-05,0.13,0.13308084,-0.02000001,-0.01691916,0.0030808449,-0.01,-0.0097549455,0.0,0.00024505405,0.00024505425,-0.99,-0.9917227,0.0,-0.0017226902,0.0017226934
6177,0.04,-0.07,-0.37,-0.41,-0.41464388,0.02000001,0.015356133,0.0046438873,0.19,0.19005123,0.0,5.1236202e-05,5.1230192e-05,2.14,2.1364288,0.02000022,0.016428873,0.003571272,0.01,0.010030594,0.0,3.0593863e-05,3.0593947e-05,0.11,0.113825254,-0.019999996,-0.016174741,0.0038252547,-0.01,-0.009824452,0.0,0.00017554748,0.00017554779,-0.99,-0.99141896,0.0,-0.0014189195,0.0014189482
6178,0.04,-0.07,-0.37,-0.4,-0.394517,0.00999999,0.015482998,0.0054830015,0.19,0.19005409,0.0,5.4085198e-05,5.4091215e-05,2.15,2.15599,0.00999999,0.015989756,0.00598979,0.01,0.010084747,0.0,8.474723e-05,8.474756e-05,0.1,0.094334334,-0.009999998,-0.015665667,0.0056656674,-0.01,-0.009866616,0.0,0.00013338357,0.00013338402,-1.0,-0.99110633,-0.00999999,-0.0011063137,0.008893669
6179,0.04,-0.07,-0.37,-0.39,-0.38433716,0.01000002,0.015662856,0.0056628287,0.19,0.19005413,0.0,5.414001e-05,5.413592e-05,2.17,2.1656444,0.01999998,0.015644321,0.004355669,0.01,0.0100422865,0.0,4.2286538e-05,4.22867e-05,0.08,0.08453528,-0.020000003,-0.01546472,0.00453528,-0.01,-0.009909343,0.0,9.0656366e-05,9.06568e-05,-1.0,-1.0008488,0.0,-0.0008487811,0.00084877014
6180,0.04,-0.07,-0.37,-0.38,-0.37412825,0.00999999,0.015871728,0.005871743,0.19,0.19005205,0.0,5.20492e-05,5.2049756e-05,2.18,2.1852634,0.00999999,0.015263368,0.0052633286,0.01,0.00996485,0.0,-3.5149857e-05,3.5149977e-05,0.07,0.06461327,-0.009999998,-0.015386731,0.0053867325,-0.01,-0.009905359,0.0,9.464075e-05,9.4641e-05,-1.0,-1.0006062,0.0,-0.0006061379,0.00060617924
6181,0.04,-0.07,-0.37,-0.36,-0.36393213,0.01999998,0.016067853,0.0039321184,0.19,0.19004616,0.0,4.6168483e-05,4.6163797e-05,2.19,2.1948256,0.00999999,0.014825568,0.004825592,0.01,0.009787218,0.0,-0.00021278214,0.00021278206,0.06,0.054633193,-0.010000002,-0.015366806,0.005366806,-0.01,-0.009929367,0.0,7.063282e-05,7.0632435e-05,-1.0,-1.0003849,0.0,-0.00038491216,0.0003849268
6182,0.04,-0.07,-0.37,-0.35,-0.3437656,0.01000002,0.016234435,0.0062344074,0.19,0.19003914,0.0,3.9145798e-05,3.914535e-05,2.21,2.204372,0.01999998,0.014371806,0.005628109,0.01,0.009618074,0.0,-0.00038192602,0.00038192607,0.05,0.044621065,-0.009999998,-0.015378933,0.0053789355,-0.01,-0.009967417,0.0,3.258278e-05,3.258232e-05,-1.0,-1.0001789,0.0,-0.00017895956,0.00017893314
6183,0.04,-0.07,-0.34,-0.34,-0.33358765,0.00999999,0.016412357,0.006412357,0.19,0.19002728,0.0,2.7282278e-05,2.7284026e-05,2.22,2.2238188,0.00999999,0.013818707,0.0038187504,0.01,0.009401856,0.0,-0.000598144,0.0005981438,0.03,0.03481998,-0.020000001,-0.015180022,0.00481998,-0.01,-0.009863677,0.0,0.00013632217,0.00013632234,-1.0,-0.99999285,0.0,7.133076e-06,7.1525574e-06
6184,0.04,-0.07,-0.32,-0.33,-0.3233307,0.00999999,0.016669305,0.0066693127,0.19,0.19001742,0.0,1.7422833e-05,1.7419457e-05,2.23,2.2333126,0.00999999,0.013312565,0.0033125877,0.01,0.00913022,0.0,-0.0008697796,0.00086977985,0.02,0.01521001,-0.01,-0.014789989,0.0047899894,-0.01,-0.009781292,0.0,0.0002187079,0.00021870807,-1.0,-0.9998445,0.0,0.00015550676,0.00015550852
6185,0.04,-0.07,-0.31,-0.32,-0.3130501,0.01000002,0.016949916,0.0069499016,0.19,0.19001263,0.0,1.2639045e-05,1.2636185e-05,2.24,2.243006,0.00999999,0.013006083,0.0030059814,0.01,0.009014143,0.0,-0.0009858568,0.0009858571,0.01,0.005578532,-0.01,-0.014421468,0.004421468,-0.01,-0.009808606,0.0,0.0001913945,0.00019139424,-1.0,-0.99973696,0.0,0.00026301492,0.0002630353
6186,0.04,-0.07,-0.31,-0.3,-0.30276763,0.01999998,0.017232351,0.0027676225,0.19,0.19001134,0.0,1.1333862e-05,1.1339784e-05,2.25,2.2528982,0.00999999,0.012898141,0.0028982162,0.01,0.009040564,0.0,-0.0009594353,0.0009594355,-0.0,-0.0042044716,-0.01,-0.014204471,0.0042044716,-0.01,-0.0098879365,0.0,0.000112062844,0.00011206325,-1.0,-0.9996683,0.0,0.0003317006,0.00033169985
6187,0.04,-0.07,-0.31,-0.29,-0.2824878,0.01000002,0.01751219,0.007512182,0.19,0.19001076,0.0,1.0763172e-05,1.0758638e-05,2.26,2.262872,0.00999999,0.012872058,0.0028719902,0.01,0.009090593,0.0,-0.00090940675,0.0009094067,-0.01,-0.014127704,-0.01,-0.014127704,0.0041277045,-0.01,-0.009914837,0.0,8.516249e-05,8.516293e-05,-1.0,-0.99960774,0.0,0.00039224073,0.00039225817
6188,0.04,-0.07,-0.31,-0.27,-0.27223495,0.01999998,0.017765036,0.0022349358,0.19,0.19000924,0.0,9.2460805e-06,9.23872e-06,2.27,2.2728019,0.00999999,0.0128019815,0.0028018951,0.01,0.00909398,0.0,-0.00090601976,0.0009060195,-0.02,-0.024135306,-0.01,-0.014135307,0.004135307,-0.01,-0.009860128,0.0,0.00013987166,0.00013987161,-1.0,-0.9995412,0.0,0.0004587601,0.00045877695
6189,0.04,-0.07,-0.28,-0.26,-0.25197324,0.01000002,0.01802677,0.008026749,0.19,0.18999834,0.0,-1.651291e-06,1.6540289e-06,2.28,2.2824562,0.00999999,0.012456225,0.0024561882,0.01,0.009001524,0.0,-0.0009984756,0.0009984756,-0.03,-0.033931617,-0.01,-0.013931618,0.0039316174,-0.01,-0.00960601,0.0,0.00039398955,0.0003939895,-1.0,-0.9994919,0.0,0.0005081105,0.0005081296
6190,0.04,-0.07,-0.26,-0.24,-0.24165258,0.019999996,0.018347405,0.0016525835,0.19,0.18998544,0.0,-1.4565191e-05,1.45584345e-05,2.29,2.2919474,0.00999999,0.011947471,0.001947403,0.01,0.008853101,0.0,-0.0011468983,0.0011468986,-0.04,-0.043486577,-0.01,-0.013486576,0.0034865774,-0.01,-0.009364489,0.0,0.00063551165,0.00063551124,-1.0,-0.9994721,0.0,0.0005279449,0.00052791834
6191,0.04,-0.07,-0.25,-0.23,-0.22129145,0.00999999,0.018708535,0.0087085515,0.19,0.18997224,0.0,-2.7762451e-05,2.7760863e-05,2.3,2.3015356,0.00999999,0.011535746,0.0015356541,0.01,0.0088303005,0.0,-0.001169699,0.0011696992,-0.05,-0.052932914,-0.010000002,-0.012932916,0.0029329136,-0.01,-0.009239312,0.0,0.00076068775,0.0007606875,-1.0,-0.99946606,0.0,0.0005339511,0.0005339384
6192,0.04,-0.07,-0.23,-0.21,-0.21086662,0.02000001,0.019133395,0.00086662173,0.19,0.18995884,0.0,-4.1161547e-05,4.1157007e-05,2.31,2.311133,0.00999999,0.011133012,0.0011329651,0.01,0.008934319,0.0,-0.0010656808,0.0010656808,-0.06,-0.06226159,-0.009999998,-0.012261589,0.0022615902,-0.01,-0.009101868,0.0,0.00089813175,0.0008981321,-1.0,-0.99945545,0.0,0.00054457784,0.00054454803
6193,0.04,-0.07,-0.22,-0.2,-0.19037043,0.00999999,0.019629562,0.009629577,0.19,0.18994233,0.0,-5.766771e-05,5.7667494e-05,2.32,2.3207586,0.00999999,0.010758747,0.0007586479,0.01,0.009063425,0.0,-0.000936575,0.00093657523,-0.07,-0.07154099,-0.010000002,-0.011540992,0.0015409887,-0.01,-0.008953777,0.0,0.0010462228,0.0010462226,-1.0,-0.9994466,0.0,0.00055341725,0.0005534291
6194,0.04,-0.07,-0.21,-0.18,-0.17983276,0.019999996,0.020167246,0.00016725063,0.19,0.18991843,0.0,-8.1564445e-05,8.156896e-05,2.33,2.3303483,0.00999999,0.010348282,0.00034832954,0.0,0.009254758,-0.01,-0.0007452413,0.009254758,-0.07,-0.080797136,0.0,-0.010797135,0.0107971355,-0.01,-0.0087769935,0.0,0.0012230066,0.0012230063,-1.0,-0.9994336,0.0,0.00056641863,0.00056642294
6195,0.04,-0.07,-0.2,-0.16,-0.1591703,0.02000001,0.0208297,0.00082969666,0.19,0.1898289,0.0,-0.00017109328,0.00017109513,2.33,2.3402464,0.0,0.010246561,0.010246515,0.01,0.003750683,0.01,0.003750683,0.006249317,-0.08,-0.07983106,-0.009999998,-0.009831055,0.00016894192,-0.01,-0.008025461,0.0,0.001974539,0.001974539,-1.0,-0.9989064,0.0,0.0010936456,0.001093626
6196,0.04,-0.07,-0.2,-0.12,-0.1383446,0.04,0.021655396,0.018344603,0.19,0.18970205,0.0,-0.00029794892,0.00029794872,2.35,2.3392596,0.01999998,0.009259694,0.01074028,0.01,0.008068033,0.0,-0.0019319674,0.0019319672,-0.1,-0.08908974,-0.020000003,-0.009089739,0.010910265,-0.01,-0.00883637,0.0,0.00116363,0.0011636298,-0.99,-0.9990418,0.00999999,0.0009581973,0.009041786
6197,0.04,-0.07,-0.19,-0.09,-0.09819846,0.029999994,0.02180154,0.008198455,0.19,0.18975234,0.0,-0.0002476643,0.0002476573,2.37,2.3590984,0.01999998,0.009098489,0.010901451,0.01,0.008689756,0.0,-0.0013102442,0.0013102442,-0.11,-0.10865174,-0.009999998,-0.008651739,0.0013482571,-0.01,-0.008454416,0.0,0.0015455834,0.0015455838,-0.99,-0.9890239,0.0,0.0009760789,0.00097608566
6198,0.04,-0.07,-0.19,-0.08,-0.06784637,0.010000005,0.022153633,0.0121536255,0.19,0.1892832,0.0,-0.00071678986,0.00071679056,2.37,2.3791413,0.0,0.009141371,0.009141445,0.0,0.008862739,-0.01,-0.0011372607,0.008862739,-0.12,-0.11805408,-0.009999998,-0.008054077,0.0019459203,-0.01,-0.008474997,0.0,0.0015250023,0.0015250025,-0.99,-0.98879325,0.0,0.0012067549,0.0012067556
6199,0.04,-0.07,-0.19,-0.06,-0.05722508,0.02,0.022774922,0.0027749203,0.19,0.18887469,0.0,-0.0011253033,0.0011253059,2.38,2.3785615,0.010000229,0.008561533,0.0014386177,0.01,0.004039521,0.01,0.004039521,0.005960479,-0.12,-0.12802047,0.0,-0.008020465,0.008020468,-0.01,-0.008014066,0.0,0.001985934,0.0019859336,-0.99,-0.9884123,0.0,0.0015877176,0.0015876889
6200,0.04,-0.07,-0.19,-0.04,-0.036818184,0.02,0.023181815,0.0031818151,0.19,0.18794835,0.0,-0.0020516503,0.0020516515,2.39,2.388408,0.00999999,0.0084078135,0.0015921593,0.0,0.0071547846,-0.01,-0.0028452151,0.0071547846,-0.13,-0.12802114,-0.009999998,-0.008021145,0.0019788593,-0.01,-0.009512069,0.0,0.00048793093,0.00048793107,-0.99,-0.9876986,0.0,0.002301372,0.002301395
6201,0.04,-0.07,-0.19,-0.02,-0.016644029,0.02,0.02335597,0.0033559706,0.19,0.18857327,0.0,-0.0014267224,0.0014267266,2.39,2.3975322,0.0,0.0075321486,0.0075321198,0.01,0.0030575946,0.01,0.0030575946,0.0069424054,-0.14,-0.13906033,-0.010000005,-0.009060344,0.0009396672,-0.01,-0.009004812,0.0,0.0009951877,0.000995188,-0.99,-0.98785603,0.0,0.0021439965,0.002143979
6202,0.04,-0.07,-0.19,0.0,0.0031103063,0.02,0.023110306,0.0031103063,0.19,0.18801744,0.0,-0.0019825601,0.0019825548,2.4,2.3973055,0.00999999,0.0073054065,0.0026946068,0.01,0.0067233103,0.0,-0.0032766894,0.0032766894,-0.15,-0.14911261,-0.010000005,-0.009112619,0.00088739395,-0.01,-0.010300741,0.0,-0.0003007406,0.00030074082,-0.99,-0.9874357,0.0,0.0025643224,0.002564311
6203,0.04,-0.07,-0.19,0.02,0.022806497,0.02,0.022806497,0.0028064977,0.18,0.18912208,-0.00999999,-0.0008779121,0.009122074,2.4,2.4060347,0.0,0.006034716,0.0060346127,0.01,0.008048827,0.0,-0.0019511727,0.001951173,-0.16,-0.15991002,-0.00999999,-0.00991001,8.997321e-05,-0.01,-0.01009962,0.0,-9.962026e-05,9.961985e-05,-0.99,-0.98815286,0.0,0.0018471335,0.0018471479
6204,0.04,-0.07,-0.19,0.04,0.045163155,0.02,0.025163155,0.0051631555,0.18,0.18631354,0.0,0.0063135293,0.0063135326,2.41,2.4030693,0.00999999,0.0030690578,0.006930828,0.01,0.010512917,0.0,0.0005129173,0.0005129175,-0.16,-0.17112097,0.0,-0.011120975,0.011120975,-0.01,-0.010149153,0.0,-0.00014915338,0.00014915317,-0.99,-0.9894007,0.0,0.0005993212,0.0005993247
6205,0.04,-0.07,-0.19,0.07,0.06487143,0.030000001,0.024871431,0.00512857,0.18,0.18302359,0.0,0.0030235734,0.0030235797,2.42,2.412972,0.00999999,0.002971985,0.007028103,0.01,0.009247304,0.0,-0.0007526957,0.00075269584,-0.17,-0.16454357,-0.010000005,-0.004543565,0.0054564327,-0.01,-0.009566897,0.0,0.00043310353,0.00043310318,-0.98,-0.9890498,0.00999999,0.0009502444,0.009049773
6206,0.04,-0.07,-0.19,0.09,0.09276727,0.020000003,0.02276727,0.0027672648,0.19,0.18021229,0.00999999,0.00021228622,0.0097877085,2.42,2.4193764,0.0,-0.0006236069,0.000623703,0.01,0.009497597,0.0,-0.0005024027,0.0005024029,-0.18,-0.17639308,-0.010000005,-0.0063930806,0.0036069304,-0.01,-0.006591781,0.0,0.003408219,0.0034082187,-0.98,-0.9789888,0.0,0.0010111864,0.0010111928
6207,0.04,-0.07,-0.18,0.1,0.11488808,0.009999998,0.024888074,0.014888078,0.18,0.1831853,-0.00999999,-0.006814697,0.0031852871,2.43,2.429052,0.00999999,0.009051926,0.00094795227,0.01,0.0049724276,0.0,-0.005027572,0.005027572,-0.19,-0.18922873,-0.00999999,-0.009228716,0.0007712692,-0.01,-0.013397489,0.0,-0.0033974894,0.003397489,-0.98,-0.9753219,0.0,0.0046781464,0.00467813
6208,0.04,-0.07,-0.18,0.12,0.13223219,0.019999996,0.032232188,0.012232192,0.19,0.18682098,0.00999999,0.0068209693,0.0031790137,2.43,2.4356768,0.0,0.005676758,0.0056767464,0.01,0.007196155,0.0,-0.0028038449,0.0028038449,-0.2,-0.20398,-0.010000005,-0.013980007,0.003979996,-0.01,-0.008421112,0.0,0.0015788877,0.0015788879,-0.98,-0.9771561,0.0,0.0028439409,0.0028439164
6209,0.04,-0.07,-0.18,0.14,0.14594363,0.020000003,0.025943631,0.005943626,0.18,0.18817362,-0.00999999,-0.0018263741,0.008173615,2.43,2.4403436,0.0,0.010343617,0.010343552,0.0,0.0081315525,-0.01,-0.0018684473,0.0081315525,-0.2,-0.2092155,0.0,-0.009215504,0.009215504,-0.01,-0.009907596,0.0,9.240431e-05,9.240396e-05,-0.98,-0.9769458,0.0,0.0030542272,0.0030542016
6210,0.04,-0.07,-0.18,0.16,0.1619907,0.019999996,0.021990703,0.0019907057,0.18,0.18858075,0.0,0.008580748,0.008580744,2.44,2.4289117,0.00999999,-0.0010883271,0.011088371,0.0,0.0037988836,0.0,0.0037988836,0.0037988836,-0.21,-0.21234001,-0.00999999,-0.012340012,0.0023400187,-0.01,-0.007920364,0.0,0.0020796359,0.0020796359,-0.98,-0.9797384,0.0,0.00026159972,0.0002616048
6211,0.04,-0.07,-0.18,0.19,0.18558556,0.030000001,0.025585562,0.004414439,0.18,0.18338475,0.0,0.0033847368,0.0033847392,2.44,2.4439156,0.0,0.003915517,0.0039155483,0.0,0.0009823537,0.0,0.0009823537,0.0009823537,-0.22,-0.21634366,-0.010000005,-0.0063436585,0.0036563426,-0.01,-0.010969946,0.0,-0.0009699464,0.0009699464,-0.98,-0.9773995,0.0,0.0026005148,0.002600491
6212,0.04,-0.07,-0.18,0.22,0.21378498,0.030000001,0.023784976,0.006215021,0.19,0.18155386,0.00999999,0.0015538468,0.008446142,2.45,2.4402668,0.00999999,0.00026684298,0.0097332,0.0,0.0008925008,0.0,0.0008925008,0.0008925008,-0.23,-0.22721748,-0.010000005,-0.007217487,0.0027825236,-0.01,-0.009135743,0.0,0.0008642567,0.0008642571,-0.97,-0.9775833,0.00999999,0.0024167458,0.0075832605
6213,0.04,-0.07,-0.18,0.25,0.2462761,0.030000001,0.026276093,0.0037239045,0.19,0.1865735,0.0,-0.0034264976,0.0034264922,2.45,2.4562588,0.0,0.0062587964,0.006258726,0.0,-0.0019581497,0.0,-0.0019581497,0.0019581497,-0.24,-0.2394048,-0.00999999,-0.009404798,0.0005951971,-0.01,-0.012161617,0.0,-0.0021616176,0.0021616174,-0.97,-0.96710986,0.0,0.00289014,0.0028901696
6214,0.04,-0.07,-0.17,0.29,0.27363047,0.03999999,0.023630463,0.016369522,0.19,0.18951719,0.0,-0.00048281823,0.00048281252,2.45,2.4526548,0.0,0.0026548405,0.0026547909,0.0,-0.0011678754,0.0,-0.0011678754,0.0011678754,-0.25,-0.24991499,-0.010000005,-0.009914991,8.5011125e-05,-0.01,-0.010596251,0.0,-0.00059625105,0.00059625134,-0.97,-0.9672841,0.0,0.0027159366,0.0027159452
6215,0.04,-0.07,-0.14,0.34,0.31441572,0.050000012,0.024415731,0.02558428,0.19,0.18983683,0.0,-0.00016317243,0.00016316772,2.46,2.4511383,0.00999999,0.0011383028,0.00886178,0.0,0.00073941826,0.0,0.00073941826,0.00073941826,-0.27,-0.25775886,-0.02000001,-0.0077588516,0.012241155,-0.02,-0.010735492,-0.01,-0.0007354924,0.009264507,-0.96,-0.96890026,0.01000005,0.0010997478,0.008900285
6216,0.04,-0.07,-0.11,0.37,0.3644467,0.030000001,0.02444671,0.005553305,0.19,0.18997467,0.0,-2.532765e-05,2.5331974e-05,2.46,2.4577353,0.0,-0.0022647143,0.002264738,0.0,0.00029251765,0.0,0.00029251765,0.00029251765,-0.27,-0.2754231,0.0,-0.0054230876,0.005423099,-0.01,-0.016261732,0.01,0.0037382676,0.0062617324,-0.96,-0.9590633,0.0,0.000936702,0.000936687
6217,0.04,-0.07,-0.1,0.39,0.3942916,0.01999998,0.024291594,0.004291624,0.19,0.18991342,0.0,-8.657483e-05,8.657575e-05,2.46,2.458631,0.0,-0.0013688928,0.0013689995,0.0,-3.6978705e-05,0.0,-3.6978705e-05,3.6978705e-05,-0.28,-0.275712,-0.00999999,-0.00571201,0.004287988,-0.01,-0.01118354,0.0,-0.0011835409,0.0011835406,-0.96,-0.9594054,0.0,0.0005945442,0.00059455633
6218,0.04,-0.07,-0.1,0.41,0.41514847,0.02000001,0.02514848,0.0051484704,0.19,0.18995851,0.0,-4.1482275e-05,4.1484833e-05,2.46,2.4574087,0.0,-0.0025913822,0.0025913715,0.0,0.0003672196,0.0,0.0003672196,0.0003672196,-0.28,-0.2853747,0.0,-0.0053746873,0.0053747,-0.02,-0.011078211,-0.01,-0.0010782105,0.008921789,-0.96,-0.9590039,0.0,0.000996039,0.0009960532
6219,0.04,-0.07,-0.1,0.43,0.43473753,0.02000001,0.024737531,0.004737526,0.19,0.18997572,0.0,-2.4277366e-05,2.4273992e-05,2.46,2.455487,0.0,-0.00451302,0.0045130253,0.0,-1.6920756e-05,0.0,-1.6920756e-05,1.6920756e-05,-0.28,-0.28409594,0.0,-0.004095933,0.004095942,-0.01,-0.016686277,0.01,0.0033137226,0.0066862777,-0.96,-0.95913863,0.0,0.00086134824,0.0008613467
6220,0.04,-0.07,-0.1,0.45,0.45615274,0.01999998,0.026152737,0.006152749,0.19,0.18995023,0.0,-4.976712e-05,4.976988e-05,2.45,2.4568696,-0.00999999,-0.0031305172,0.0068695545,0.0,6.8036745e-05,0.0,6.8036745e-05,6.8036745e-05,-0.29,-0.28580526,-0.00999999,-0.0058052586,0.0041947365,-0.01,-0.011893585,0.0,-0.0018935852,0.0018935855,-0.96,-0.95846355,0.0,0.0015364035,0.0015364289
6221,0.04,-0.07,-0.1,0.47,0.47588053,0.02000001,0.025880545,0.0058805346,0.19,0.18998258,0.0,-1.7418188e-05,1.7419457e-05,2.45,2.446114,0.0,-0.0038860147,0.0038859844,0.0,0.0007854127,0.0,0.0007854127,0.0007854127,-0.29,-0.29582387,0.0,-0.005823894,0.0058238804,-0.01,-0.010512823,0.0,-0.00051282364,0.00051282346,-0.96,-0.95823205,0.0,0.001767926,0.0017679334
6222,0.04,-0.07,-0.1,0.49,0.4957459,0.02000001,0.025745902,0.0057458878,0.19,0.18997788,0.0,-2.210938e-05,2.2113323e-05,2.45,2.4456344,0.0,-0.004365696,0.0043656826,0.0,0.00036983166,0.0,0.00036983166,0.00036983166,-0.3,-0.29560578,-0.01000002,-0.0056058,0.004394233,-0.02,-0.010238838,-0.01,-0.00023883858,0.009761161,-0.95,-0.9583035,0.00999999,0.0016964402,0.008303523
6223,0.04,-0.07,-0.1,0.51,0.51461834,0.01999998,0.024618302,0.0046183467,0.19,0.18999293,0.0,-7.0677393e-06,7.0631504e-06,2.45,2.4445906,0.0,-0.0054094633,0.005409479,0.0,0.0004207867,0.0,0.0004207867,0.0004207867,-0.3,-0.3043111,0.0,-0.00431108,0.0043110847,-0.01,-0.01568968,0.01,0.004310319,0.0056896806,-0.95,-0.9483893,0.0,0.0016106807,0.0016106963
6224,0.04,-0.07,-0.1,0.53,0.5357174,0.01999998,0.02571742,0.0057174563,0.19,0.18994077,0.0,-5.92311e-05,5.9232116e-05,2.45,2.4463694,0.0,-0.0036307212,0.0036306381,-0.0,0.00047172472,-0.0,0.00047172472,0.00047172472,-0.3,-0.3056057,0.0,-0.0056056953,0.0056056976,-0.02,-0.01150146,-0.01,-0.0015014602,0.008498539,-0.95,-0.9484934,0.0,0.0015065904,0.001506567
6225,0.04,-0.07,-0.1,0.56,0.55468935,0.030000031,0.024689399,0.0053106546,0.19,0.18999036,0.0,-9.64636e-06,9.641051e-06,2.45,2.445173,0.0,-0.0048270477,0.0048270226,0.0,0.00073025405,0.0,0.00073025405,0.00073025405,-0.31,-0.30448332,-0.00999999,-0.0044833133,0.005516678,-0.01,-0.016194846,0.01,0.0038051533,0.0061948467,-0.95,-0.9483799,0.0,0.0016200882,0.0016201138
6226,0.04,-0.07,-0.1,0.59,0.5860486,0.029999971,0.026048575,0.0039513707,0.19,0.18993364,0.0,-6.635143e-05,6.635487e-05,2.45,2.4471865,0.0,-0.0028136868,0.0028135777,-0.0,0.00022556186,-0.0,0.00022556186,0.00022556186,-0.31,-0.3157828,0.0,-0.005782774,0.005782783,-0.02,-0.012145923,-0.01,-0.002145924,0.007854076,-0.95,-0.94854456,0.0,0.0014554139,0.0014554262
