Time Step,True rot_1,Predicted rot_1,Error
1,-0.0069670477,-0.0057684435,-0.0011986042
2,-0.0070664864,-0.004074751,-0.0029917355
3,-0.0059260507,-0.0036522874,-0.0022737633
4,-0.005443308,-0.002052529,-0.003390779
5,-0.0041073575,-0.0011507664,-0.002956591
6,-0.0027575295,0.000123946,-0.0028814755
7,-0.0016674092,0.0013516194,-0.0030190286
8,-0.00041939525,0.002198595,-0.0026179904
9,0.0005217589,0.0032134803,-0.0026917215
10,0.003008899,0.0038308818,-0.00082198274
11,0.005399477,0.0061933473,-0.0007938701
12,0.00623939,0.008643071,-0.0024036812
13,0.0074499096,0.009569486,-0.002119576
14,0.008033561,0.010902633,-0.0028690724
15,0.009161064,0.011627015,-0.0024659503
16,0.01046116,0.012861977,-0.0024008173
17,0.012457853,0.0140006,-0.001542747
18,0.014165006,0.015897067,-0.0017320616
19,0.015072199,0.01767266,-0.0026004612
20,0.01595698,0.019059109,-0.0031021293
21,0.016928539,0.02054795,-0.003619412
22,0.017870871,0.021998832,-0.0041279607
23,0.020232148,0.022756431,-0.0025242828
24,0.021945667,0.024935484,-0.0029898174
25,0.022479018,0.026402242,-0.0039232243
26,0.023473732,0.026751753,-0.0032780208
27,0.024861673,0.027468719,-0.0026070457
28,0.025226291,0.028571494,-0.0033452027
29,0.02679283,0.028817898,-0.0020250678
30,0.028268741,0.030181732,-0.0019129906
31,0.029586673,0.031672295,-0.0020856224
32,0.030995999,0.033111744,-0.002115745
33,0.033936277,0.034734905,-0.00079862773
34,0.03524691,0.03802625,-0.0027793422
35,0.035193745,0.0398311,-0.004637353
36,0.03706611,0.04006542,-0.0029993095
37,0.038282406,-0.016207226,0.05448963
38,-0.99923927,-0.35873047,-0.6405088
39,-0.999237,-0.973207,-0.026030004
40,-0.9992386,-0.9998457,0.0006070733
41,-0.9992363,-1.0003375,0.0011011958
42,-0.99923724,-1.0031734,0.003936112
43,-0.999246,-1.0025245,0.0032784939
44,-0.9992623,-1.0021372,0.0028749108
45,-0.99927264,-1.0017368,0.0024641156
46,-0.99927807,-1.0015537,0.0022755861
47,-0.9992816,-1.0014124,0.0021308064
48,-0.9992985,-1.0012716,0.0019730926
49,-0.9992997,-1.0009923,0.0016925931
50,-0.9992941,-1.0008487,0.0015545487
51,-0.9993053,-1.0006638,0.0013584495
52,-0.99931073,-1.0004349,0.0011241436
53,-0.9993531,-1.000296,0.0009428859
54,-0.9993916,-1.0002261,0.00083452463
55,-0.9994119,-1.0003088,0.0008968711
56,-0.9994123,-1.0005064,0.0010941029
57,-0.999423,-1.0006946,0.0012716055
58,-0.9994453,-1.0009109,0.001465559
59,-0.9995309,-1.001051,0.0015200377
60,-0.99952763,-1.0012428,0.0017151237
61,-0.99959445,-1.0013499,0.001755476
62,-0.9996052,-1.0015032,0.0018980503
63,-0.99959695,-1.0016367,0.0020397902
64,-0.99962866,-1.001823,0.0021942854
65,-0.9996178,-1.0020505,0.002432704
66,-0.9996593,-1.0020312,0.0023719072
67,-0.99967057,-1.0021344,0.0024638772
68,-0.9997002,-1.0021328,0.0024325848
69,-0.99973464,-1.0021381,0.0024034977
70,-0.9997732,-1.0022529,0.002479732
71,-0.9997749,-1.0023007,0.002525866
72,-0.99979764,-1.0023415,0.0025438666
73,-0.9997817,-1.0024217,0.002640009
74,-0.99979824,-1.0023279,0.0025296807
75,-0.9998067,-1.0023715,0.0025648475
76,-0.99981165,-1.0023851,0.0025734901
77,-0.99981177,-1.0024594,0.0026476383
78,-0.99982965,-1.0024986,0.0026689768
79,-0.999859,-1.0025326,0.002673626
80,-0.99984807,-1.0025417,0.0026935935
81,-0.99984723,-1.0023075,0.002460301
82,-0.9998748,-1.0020839,0.002209127
83,-0.9999004,-1.0019692,0.0020688176
84,-0.9999152,-1.0018152,0.0019000173
85,-0.99989927,-1.0016855,0.001786232
86,-0.99990773,-1.001449,0.0015412569
87,-0.99991727,-1.0005524,0.0006351471
88,-0.99992096,-0.9979041,-0.0020168424
89,-0.9999175,-1.0011741,0.0012565851
90,-0.9999174,-1.0044414,0.0045239925
91,-0.9999121,-1.0042328,0.004320681
92,-0.9999022,-1.0042589,0.0043566823
93,-0.99991345,-1.0039406,0.004027128
94,-0.99992234,-1.0035837,0.0036613345
95,-0.9999146,-1.0031967,0.0032821298
96,-0.9999147,-1.0027853,0.0028706193
97,-0.99992394,-1.0024122,0.0024882555
98,-0.99992526,-1.0021206,0.0021953583
99,-0.9999258,-1.0016917,0.0017659068
100,-0.9999114,-1.0013334,0.0014219284
101,-0.9999143,-1.0010856,0.0011713505
102,-0.99993175,-1.0010468,0.0011150241
103,-0.99992436,-1.0012125,0.001288116
104,-0.99992216,-1.0013732,0.0014510155
105,-0.9999163,-1.0015423,0.0016260147
106,-0.99990165,-1.0015998,0.0016981363
107,-0.9999258,-1.0015228,0.0015969872
108,-0.99991554,-1.001553,0.0016375184
109,-0.9999101,-1.0015072,0.0015970469
110,-0.99991465,-1.0013549,0.0014402866
111,-0.9999165,-1.0012033,0.0012868047
112,-0.9999033,-1.0010791,0.0011757612
113,-0.9998866,-1.0009267,0.0010401607
114,-0.99987453,-1.0007483,0.0008737445
115,-0.9998527,-1.0006263,0.0007736087
116,-0.99986285,-1.0003732,0.0005103946
117,-0.9998632,-1.0003054,0.00044220686
118,-0.9998662,-1.0001942,0.00032800436
119,-0.99982166,-1.000148,0.00032639503
120,-0.9998388,-0.9997752,-6.365776e-05
121,-0.9998205,-0.9994921,-0.000328362
122,-0.99981993,-0.999153,-0.00066691637
123,-0.9998156,-0.99905336,-0.0007622242
124,-0.99982214,-0.99909145,-0.00073069334
125,-0.99979675,-0.99945956,-0.00033718348
126,-0.9998083,-0.9997961,-1.2218952e-05
127,-0.99979967,-1.0002364,0.00043672323
128,-0.99978936,-1.0006704,0.00088107586
129,-0.9998086,-1.0006998,0.00089114904
130,-0.99980515,-1.0010709,0.0012657046
131,-0.9998143,-1.0013049,0.001490593
132,-0.99978393,-1.001632,0.001848042
133,-0.9997852,-1.0017898,0.0020046234
134,-0.99978215,-1.001965,0.002182901
135,-0.99976027,-1.0008326,0.0010722876
136,-0.9997513,-0.9945868,-0.005164504
137,-0.99975127,-0.8944951,-0.10525614
138,-0.092387445,0.19126278,-0.28365022
139,-0.092403494,-0.13189672,0.039493226
140,-0.092544205,-0.08439359,-0.008150615
141,-0.092194945,-0.095160976,0.0029660314
142,-0.09132816,-0.095521994,0.004193835
143,-0.09102808,-0.09407372,0.003045641
144,-0.091019884,-0.09270442,0.001684539
145,-0.09049279,-0.09221463,0.0017218366
146,-0.08993725,-0.09141532,0.001478076
147,-0.089888796,-0.09052639,0.0006375909
148,-0.088783965,-0.09006378,0.001279816
149,-0.08751486,-0.088290274,0.0007754117
150,-0.08711204,-0.08620693,-0.00090511143
151,-0.08604901,-0.08501128,-0.0010377318
152,-0.08561985,-0.0831676,-0.0024522543
153,-0.085180566,-0.08218617,-0.0029943958
154,-0.08445069,-0.081428654,-0.0030220374
155,-0.08176666,-0.080341876,-0.001424782
156,-0.08229383,-0.07731317,-0.004980661
157,-0.08157961,-0.07766193,-0.003917679
158,-0.08161445,-0.077218115,-0.0043963343
159,-0.077520974,-0.0776955,0.0001745224
160,-0.0769076,-0.074010976,-0.0028966218
161,-0.07538139,-0.07388752,-0.0014938712
162,-0.07292947,-0.07273402,-0.00019545108
163,-0.07061737,-0.07065189,3.451854e-05
164,-0.07059219,-0.06864662,-0.0019455701
165,-0.06832989,-0.0686455,0.0003156066
166,-0.065448,-0.06628893,0.00084093213
167,-0.062947944,-0.06346152,0.000513576
168,-0.0622587,-0.06097685,-0.00128185
169,-0.059769377,-0.06025233,0.00048295408
170,-0.058639545,-0.057738863,-0.00090068206
171,-0.05774097,-0.05653383,-0.0012071431
172,-0.05648758,-0.055590276,-0.0008973032
173,-0.05396867,-0.054298982,0.00033031031
174,-0.053461697,-0.051719964,-0.0017417334
175,-0.05170079,-0.051055536,-0.0006452538
176,-0.050265122,-0.049184535,-0.0010805875
177,-0.049244896,-0.047395576,-0.0018493198
178,-0.04901131,-0.045882266,-0.0031290427
179,-0.046588436,-0.045448415,-0.0011400208
180,-0.04679806,-0.043491468,-0.0033065937
181,-0.04566376,-0.044189222,-0.001474537
182,-0.043596897,-0.043317385,-0.00027951226
183,-0.043294463,-0.04133283,-0.0019616336
184,-0.042036645,-0.040678732,-0.001357913
185,-0.040696375,-0.038569834,-0.002126541
186,-0.038266018,-0.03526853,-0.0029974878
187,-0.03583822,-0.027973985,-0.007864235
188,-0.034285128,-0.104731396,0.07044627
189,-0.032423925,-0.023839714,-0.008584211
190,-0.03001265,-0.023821987,-0.006190663
191,-0.028268125,-0.029057538,0.0007894132
192,-0.026430413,-0.028708199,0.002277786
193,-0.025271954,-0.026252039,0.0009800848
194,-0.02430482,-0.024479795,0.00017497502
195,-0.023544585,-0.023203924,-0.00034066103
196,-0.021896912,-0.022227356,0.00033044443
197,-0.02105401,-0.020337466,-0.0007165447
198,-0.019639583,-0.019160476,-0.00047910772
199,-0.019803777,-0.01730189,-0.0025018882
200,-0.0188789,-0.016987896,-0.0018910039
201,-0.017895969,-0.015529044,-0.0023669247
202,-0.017045243,-0.013967723,-0.00307752
203,-0.015164747,-0.0128378365,-0.0023269104
204,-0.013800457,-0.011157457,-0.0026430003
205,-0.013247066,-0.0099588,-0.0032882662
206,-0.01231689,-0.009563079,-0.002753811
207,-0.010911391,-0.008926058,-0.001985333
208,-0.009293118,-0.0077169808,-0.0015761368
209,-0.008919127,-0.006125748,-0.0027933791
210,-0.008164609,-0.005747714,-0.0024168948
211,-0.0061418433,-0.0049330806,-0.0012087626
212,-0.004504676,-0.0028221498,-0.0016825262
213,-0.00432708,-0.0011915595,-0.0031355207
214,-0.0026123114,-0.0009112456,-0.0017010658
215,0.00059050514,0.0006655336,-7.502845e-05
216,0.0007236912,0.0043196664,-0.0035959752
217,0.0027239257,0.0050652465,-0.0023413207
218,0.004874901,0.007266335,-0.0023914343
219,0.007598606,0.0099490825,-0.0023504766
220,0.008503721,0.013316203,-0.004812482
221,0.009146628,0.01460905,-0.005462422
222,0.010358984,0.01565447,-0.005295487
223,0.01145366,0.017461346,-0.0060076863
224,0.014391666,0.018828148,-0.0044364817
225,0.015301443,0.02154027,-0.0062388266
226,0.018959275,0.022016022,-0.0030567478
227,0.022744738,0.02514081,-0.0023960732
228,0.025243776,0.028520523,-0.0032767467
229,0.029134005,0.030597793,-0.0014637876
230,0.033434056,0.034180984,-0.00074692816
231,0.03511971,0.03829441,-0.0031746998
232,0.035823338,0.039862476,-0.0040391386
233,0.036172457,0.040535633,-0.0043631755
234,0.037596114,0.04087773,-0.0032816157
235,0.03763368,0.04220658,-0.004572902
236,0.038053468,0.04018751,-0.0021340437
237,0.038707286,-0.006439142,0.045146428
238,-0.9991795,-0.34944704,-0.6497325
239,-0.9991765,-0.97602427,-0.023152232
240,-0.9991901,-1.0011141,0.0019240379
241,-0.9992045,-0.9997336,0.00052911043
242,-0.99920696,-1.0028485,0.0036415458
243,-0.9992103,-1.0019432,0.0027329326
244,-0.9992197,-1.0015928,0.0023730397
245,-0.9992468,-1.0012245,0.0019777417
246,-0.9992503,-1.0010877,0.0018373728
247,-0.99927604,-1.0009098,0.0016337633
248,-0.9993029,-1.0007316,0.0014286637
249,-0.99932605,-1.0003455,0.0010194182
250,-0.9993232,-1.0000901,0.00076693296
251,-0.9993216,-0.99958336,0.0002617836
252,-0.99933296,-0.99911857,-0.0002143979
253,-0.9993755,-0.99889874,-0.00047677755
254,-0.9994085,-0.99890745,-0.00050103664
255,-0.99943364,-0.9991499,-0.0002837181
256,-0.9994576,-0.9994006,-5.698204e-05
257,-0.9994908,-0.99966824,0.00017744303
258,-0.99954116,-0.9999778,0.00043666363
259,-0.9996013,-1.0002552,0.00065392256
260,-0.99963146,-1.0006216,0.0009900928
261,-0.99965614,-1.0009466,0.0012905002
262,-0.99970704,-1.0012237,0.0015166402
263,-0.9997366,-1.0014421,0.0017054677
264,-0.9997846,-1.0016367,0.0018521547
265,-0.9997775,-1.0017986,0.002021134
266,-0.9998219,-1.0018657,0.0020438433
267,-0.99986386,-1.0020814,0.0022175312
268,-0.999896,-1.0022552,0.0023592114
269,-0.99989957,-1.0023768,0.0024772286
270,-0.99988747,-1.0024142,0.00252676
271,-0.9999049,-1.0024207,0.0025157928
272,-0.99989104,-1.0024519,0.002560854
273,-0.99992883,-1.0025225,0.0025936365
274,-0.9999247,-1.0026578,0.0027330518
275,-0.9999344,-1.0026258,0.0026914477
276,-0.9999329,-1.0026563,0.0027234554
277,-0.99992627,-1.0027026,0.0027763247
278,-0.99993145,-1.0027348,0.0028033257
279,-0.9999184,-1.0027919,0.0028734803
280,-0.99988747,-1.0026605,0.0027730465
281,-0.9998808,-1.0023537,0.0024728775
282,-0.99982166,-1.0021647,0.0023430586
283,-0.9997781,-1.0019462,0.002168119
284,-0.9997298,-1.0016873,0.0019574761
285,-0.99971646,-1.0012959,0.0015794635
286,-0.9996712,-1.000815,0.0011438131
287,-0.99962527,-1.0001835,0.0005581975
288,-0.9995958,-0.99789894,-0.0016968846
289,-0.9995814,-1.0012364,0.0016550422
290,-0.99958915,-1.0036417,0.0040525794
291,-0.9995868,-1.0035145,0.0039277077
292,-0.99958056,-1.0036129,0.004032314
293,-0.9995606,-1.0032567,0.003696084
294,-0.9995491,-1.0029248,0.003375709
295,-0.99953955,-1.0025849,0.00304538
296,-0.9995432,-1.0022202,0.0026769638
297,-0.99953616,-1.0019094,0.0023732185
298,-0.999498,-1.0016112,0.002113223
299,-0.99945813,-1.0013651,0.0019069314
300,-0.99942636,-1.0008129,0.0013865232
301,-0.9993852,-1.000447,0.0010618567
302,-0.9993418,-1.000417,0.0010752082
303,-0.9993065,-1.0005066,0.0012001395
304,-0.9992933,-1.0006778,0.0013844967
305,-0.999289,-1.0008597,0.0015707612
306,-0.99921435,-1.000854,0.0016396642
307,-0.9991551,-1.0007493,0.0015942454
308,-0.9990717,-1.000616,0.0015442371
309,-0.99898756,-1.0004157,0.0014281273
310,-0.9989289,-1.0003461,0.00141716
311,-0.998922,-1.000304,0.0013819933
312,-0.9988125,-1.0002561,0.0014435649
313,-0.9987455,-1.0000163,0.0012708306
314,-0.9987161,-0.99978733,0.0010712147
315,-0.9986491,-0.99956465,0.00091552734
316,-0.9985652,-0.99926764,0.00070244074
317,-0.9985171,-0.9989876,0.00047051907
318,-0.9984946,-0.99879146,0.00029683113
319,-0.9983541,-0.99860513,0.00025105476
320,-0.99829733,-0.9983351,3.7789345e-05
321,-0.9981545,-0.998272,0.000117480755
322,-0.9981563,-0.99801075,-0.00014555454
323,-0.9981267,-0.9978542,-0.00027251244
324,-0.99809,-0.99769914,-0.00039088726
325,-0.99793303,-0.9976174,-0.0003156066
326,-0.9978131,-0.9977028,-0.0001103282
327,-0.99778646,-0.9979027,0.00011622906
328,-0.99774987,-0.99821717,0.00046730042
329,-0.9976945,-0.99818826,0.0004937649
330,-0.9976229,-0.99818355,0.0005606413
331,-0.9975589,-0.9981942,0.0006353259
332,-0.99756646,-0.9982595,0.0006930232
333,-0.99741864,-0.99838006,0.0009614229
334,-0.99740547,-0.9980832,0.0006777048
335,-0.9973424,-0.9973173,-2.5093555e-05
336,-0.99728906,-0.99355733,-0.0037317276
337,-0.99726844,-0.9580022,-0.03926623
338,-0.059097916,0.31242883,-0.37152675
339,-0.059523817,-0.07448981,0.014965992
340,-0.059443105,-0.052447997,-0.006995108
341,-0.059014585,-0.062234744,0.0032201596
342,-0.059455458,-0.06277584,0.0033203848
343,-0.05978664,-0.06269306,0.0029064193
344,-0.05935904,-0.06204086,0.0026818216
345,-0.05916327,-0.0611084,0.0019451305
346,-0.05837091,-0.06056121,0.0021902993
347,-0.057435308,-0.059262197,0.0018268898
348,-0.05691416,-0.05749523,0.0005810708
349,-0.0544857,-0.055952266,0.0014665648
350,-0.053384915,-0.052569903,-0.00081501156
351,-0.05287333,-0.050587475,-0.002285853
352,-0.051424813,-0.04927396,-0.0021508522
353,-0.050046448,-0.04713374,-0.0029127076
354,-0.049710955,-0.04526671,-0.0044442452
355,-0.04870321,-0.04459057,-0.0041126385
356,-0.04883957,-0.04337953,-0.005460039
357,-0.047919314,-0.043268632,-0.004650682
358,-0.046989907,-0.04212009,-0.004869815
359,-0.045617573,-0.040979944,-0.004637629
360,-0.044626623,-0.039663058,-0.0049635656
361,-0.044021416,-0.039341822,-0.004679594
362,-0.043979548,-0.03945747,-0.0045220777
363,-0.043118328,-0.039965164,-0.003153164
364,-0.041694947,-0.039643425,-0.002051521
365,-0.04025706,-0.038561318,-0.001695741
366,-0.03851139,-0.037332773,-0.0011786185
367,-0.037326716,-0.03574418,-0.0015825368
368,-0.03537762,-0.03463559,-0.0007420331
