Time Step,True_rot_2_z,Predicted_rot_2_z,Absolute_Error
0,1.503212835750464e-05,-0.00030260285367522677,0.0003176349820327314
1,-3.841470646020941e-06,-0.0006398501294422121,0.0006360086587961912
2,6.733508111626992e-05,-0.0009289965494200881,0.000996331630536358
3,2.1535720820739512e-06,-0.000349276618887776,0.00035143019096985
4,-2.679987262067026e-05,-0.0009863635893952952,0.000959563716774625
5,4.402648959049484e-05,-0.0005016306784097332,0.000545657168000228
6,1.8289952308897864e-05,-0.0001294458607298916,0.00014773581303878947
7,-1.3814929822111247e-05,-0.00040155874401580187,0.0003877438141936906
8,1.879316060528994e-05,0.0001322537204362399,0.00011346055983094995
9,9.365756368037974e-06,0.002429390105949794,0.002420024349581756
10,9.788502275793164e-07,-0.0006726939227752896,0.0006736727730028689
11,9.788502275793164e-07,-0.0011551077320817063,0.0011560865823092856
12,3.133918274943713e-06,-0.0007694283521560405,0.0007725622704309842
13,9.790783491326477e-07,-0.00017700407524062767,0.00017798315358976032
14,9.788502275793164e-07,-0.00031116105166408134,0.00031213990189166065
15,9.788502275793164e-07,0.001318661470960221,0.0013176826207326416
16,9.788502275793164e-07,0.001511943851155161,0.0015109650009275818
17,9.788502275793164e-07,0.0007766950144194493,0.00077571616419187
18,9.788502275793164e-07,0.0004922787259431551,0.0004912998757155757
19,3.133918274943713e-06,0.0008863532330675426,0.0008832193147925989
20,0.010004174286112968,0.0020193077514733026,0.007984866534639666
21,0.01000802994264781,0.008524800662697824,0.001483229279949986
22,0.01000802994264781,0.010696721521178945,0.0006886915785311344
23,0.009973704400569022,0.010835755691659269,0.0008620512910902465
24,0.009942341106378625,0.012160280208759209,0.0022179391023805835
25,0.01007871519647972,0.012517176807452823,0.002438461610973103
26,0.010024654149730718,0.010099934102386058,7.527995265533931e-05
27,0.010024654149730718,0.009225684295549251,0.000798969854181467
28,0.010001555356870487,0.009787271461188646,0.00021428389568184034
29,0.00998099303864598,0.010875743424782884,0.0008947503861369051
30,0.009962890355854107,0.00974017769441262,0.00022271266144148656
31,0.009947170488260803,0.009234780736328153,0.0007123897519326506
32,0.010058133137170246,0.009360501869630637,0.0006976312675396092
33,0.010034466680675645,0.009733226787081375,0.0003012398935942698
34,0.010025381843896355,0.010060558083161706,3.51762392653502e-05
35,0.010012179976807213,0.010250015084153536,0.00023783510734632328
36,0.010004863071182446,0.009934501697366002,7.03613738164445e-05
37,0.010002504245241281,0.009637779228266098,0.0003647250169751832
38,0.010002882866294041,0.009619373096467449,0.000383509769826592
39,-0.010006169902788147,-0.009561677655486014,0.0004444922473021331
40,-0.010012027502704328,-0.009425050795240676,0.0005869767074636514
41,-0.010027788475830994,-0.00935500916937824,0.0006727793064527539
42,-1.229246175028613e-05,-0.009334078325037735,0.00932178586328745
43,2.78095521616048e-07,0.0023583821928506864,0.0023581040973290703
44,1.9070533906977594e-05,0.0017214503529162433,0.0017023798190092657
45,3.097547907594247e-05,0.00021189555590303685,0.00018092007682709438
46,3.097547907594247e-05,-0.0005438143633856867,0.0005747898424616291
47,-2.4430705032280585e-05,-0.00034786079328348336,0.00032343008825120277
48,-1.164870596749492e-05,0.00019221033007776975,0.00020385903604526467
49,3.1367595950456545e-06,0.0006937075427988363,0.0006905707832037906
50,1.9961823481385275e-05,0.0007453609962039557,0.0007253991727225705
51,3.886680735626022e-05,0.0006546776021725351,0.0006158107948162749
52,-2.628425744651084e-05,0.0004258391694836909,0.0004521234269302017
53,-2.6281880191860764e-05,0.00038771705470904295,0.0004139989349009037
54,-5.141300663447437e-06,0.00046007439400204235,0.0004652156946654898
55,1.8292791963538634e-05,0.00046153692520327794,0.0004432441332397393
56,4.4028434407606884e-05,0.0004767046115594954,0.00043267617715188854
57,-5.3300852427036124e-05,0.0005804564154664321,0.0006337572678934682
58,-2.6800320630859104e-05,0.0002984449035790468,0.0003252452242099059
59,-2.679987262067026e-05,0.0004881521568591892,0.0005149520294798595
60,2.1516343787116032e-06,0.0006746307486166017,0.0006724791142378901
61,3.3536013776194404e-05,0.0007179415802526096,0.0006844055664764152
62,-4.1207653962272925e-05,0.0006157757090716658,0.0006569833630339387
63,-5.912195829518678e-06,-4.537740557205173e-05,3.946520974253305e-05
64,4.2210177210174477e-05,-0.00042286700074985976,0.00046507717796003423
65,-3.4592305133307466e-05,-0.00037682370000334704,0.0003422313948700396
66,6.720242921901681e-05,-0.0008699730578872328,0.0009371754871062496
67,0.009987794847142415,-2.333552600248482e-05,0.0100111303731449
68,0.009857546813782744,0.010807315844126867,0.0009497690303441227
69,0.010062807048168443,0.010993311603312612,0.0009305045551441689
70,-4.0526089569272936e-05,0.010502067004395085,0.010542593093964358
71,0.010055088150640889,0.00016583987182723116,0.009889248278813658
72,0.009943883193320839,0.010382340291221013,0.0004384570979001738
73,0.009966044941861256,0.010281359785971216,0.0003153148441099596
74,0.01010037239930486,0.010250188164360973,0.00014981576505611327
75,0.009999061700759449,0.010306197634998989,0.00030713593423953994
76,0.009934483530166873,0.010267786362621793,0.00033330283245491983
77,0.00996751513638947,0.010216584211952068,0.0002490690755625972
78,0.009884197510248428,0.010154325356096804,0.00027012784584837593
79,0.010025967415507988,0.010154251816420299,0.00012828440091231137
80,0.00996832660854896,0.010490465138340618,0.0005221385297916568
81,0.01013331866173213,0.010388342852178026,0.00025502419044589643
82,0.010068014440738796,0.01051943409468602,0.0004514196539472243
83,0.01000196142482426,0.010344009726948628,0.00034204830212436824
84,0.010001960260756195,0.010165250163453524,0.00016328990269732883
85,-3.299735293835204e-05,0.010161947552398173,0.010194944905336525
86,0.009900802253431339,-6.326793611200789e-05,0.009964070189543347
87,0.009855548098482214,0.009643621021350794,0.00021192707713141995
88,0.010026724872447589,0.009616957626758946,0.00040976724568864316
89,4.939719996032224e-06,0.009957648839996936,0.009952709120000904
90,0.009983056200801099,-3.354532916706107e-06,0.009986410733717805
91,0.00995495712357105,0.009859116751502656,9.584037206839327e-05
92,0.010085587075562853,0.010082044502080416,3.542573482437361e-06
93,0.009942848275835633,0.01024782826118963,0.0003049799853539967
94,0.00994285271107593,0.009951928287183618,9.075576107688346e-06
95,0.010132866494333141,0.009788969540285082,0.0003438969540480591
96,0.010141692277868965,0.009757093131578583,0.00038459914629038194
97,0.00993700108220593,0.009665967855219752,0.0002710332269861785
98,0.009955100756086155,0.008987475028230302,0.0009676257278558534
99,0.010176802671338296,0.009265447072936122,0.0009113555984021741
100,0.009979107556966307,0.010119321734952277,0.00014021417798596933
101,0.010008920806972195,0.00985549455476734,0.00015342625220485413
102,0.010044429319598088,0.009346434251478965,0.0006979950681191231
103,0.009855952715214679,0.009297945722881317,0.0005580069923333611
104,0.010054255152701702,0.009564328113418383,0.000489927039283319
105,0.00995153528345221,0.009689559159928545,0.0002619761235236658
106,0.01000729736248701,0.009839869902111205,0.0001674274603758047
107,0.01000729736248701,0.010337171267409519,0.0003298739049225098
108,0.010087160129370682,0.009909348852927151,0.0001778112764435312
109,0.010025993157402179,0.009768827606225465,0.0002571655511767138
110,0.009919135247521717,0.010098857117912472,0.000179721870390755
111,0.009975159043861525,0.010279157605972294,0.00030399856211076916
112,0.010034124641852485,0.01010633687131637,7.221222946388571e-05
113,0.010095899020883866,0.010120390201939758,2.449118105589225e-05
114,0.009999061181485901,0.010255570195893633,0.0002565090144077322
115,0.009974015069508142,0.01012691179215682,0.00015289672264867833
116,0.010045963558435001,0.010067383177295766,2.141961886076467e-05
117,0.009958767577488745,0.010151719041272031,0.00019295146378328631
118,0.010035376077916833,0.010099269658025618,6.389358010878456e-05
119,0.00995302076031563,0.010113304576180553,0.00016028381586492314
120,0.010033966541514592,0.00996118048307757,7.278605843702261e-05
121,0.009956407696076586,0.00997196741871224,1.55597226356545e-05
122,0.010041348177314993,0.009850396105155996,0.00019095207215899697
123,0.01004134745674179,0.01000188738910093,3.946006764085977e-05
124,0.009898234444736888,0.01007191601362611,0.00017368156888922237
125,0.010057073599050368,0.010099352497349182,4.2278898298813566e-05
126,0.009992994774249975,0.01079358234477731,0.0008005875705273356
127,0.01003242340011408,0.01135561662983215,0.0013231932297180712
128,0.010022961131457026,0.009692308288380854,0.0003306528430761721
129,0.009974946279998599,0.00934419791042515,0.0006307483695734487
130,0.009958767875397569,0.010598268468903221,0.000639500593505652
131,0.009974015868405028,0.011064846674136071,0.0010908308057310436
132,0.010034125731994753,0.010227515998285678,0.00019339026629092496
133,0.010079333820902855,0.009791396698782592,0.0002879371221202638
134,0.009975768695905284,0.009706097688579616,0.0002696710073256687
135,0.009928787332891719,0.009844019193753554,8.476813913816522e-05
136,0.010001960505842605,0.009124664921643193,0.0008772955841994112
137,0.009964544507818838,0.00969131845764318,0.00027322605017565844
138,0.010085456562908494,0.009945705420897113,0.00013975114201138054
139,0.010085456562908494,0.01021925649683782,0.00013379993392932665
140,0.00996454501157519,0.009854025403634966,0.0001105196079402241
141,0.010085456562908494,0.010551081511140396,0.00046562494823190227
142,0.00996454501157519,0.010889113468550926,0.0009245684569757356
143,0.00996454501157519,0.010402939028238347,0.0004383940166631569
144,0.010001960505842605,0.009541314955453671,0.0004606455503889332
145,0.009928786736965204,0.009315222012919159,0.0006135647240460458
146,0.010025992368481992,0.009988480339030402,3.7512029451590434e-05
147,0.009975158447885457,0.010157094371258415,0.00018193592337295734
