Time Step,True_rot_3_w,Predicted_rot_3_w,Absolute_Error
0,0.31778122169755074,0.320287788882508,0.0025065671849572313
1,0.31056717829755814,0.30508874528832153,0.005478433009236616
2,0.2950166088622356,0.2984859894712021,0.0034693806089665102
3,0.27984055119275597,0.2844105559248005,0.0045700047320445525
4,0.2719854979363547,0.26910935359916704,0.002876144337187636
5,0.25673096045084387,0.2595712703148526,0.0028403098640087387
6,0.24864143951565512,0.2442522604952295,0.0043891790204256265
7,0.23205318550840026,0.2369663192255067,0.004913133717106444
8,0.21720106769149386,0.21842687360729626,0.0012258059158024026
9,0.2086046309390026,0.20258631183824283,0.006018319100759784
10,0.1998541023178818,0.20003756142784515,0.00018345910996334092
11,0.1998541023178818,0.19957910068991802,0.000275001627963789
12,0.19976640529960196,0.20342537730416624,0.003658972004564276
13,0.1998541023155529,0.20165864067063247,0.0018045383550795713
14,0.1998541023178818,0.20024605362619916,0.00039195130831734537
15,0.1998541023178818,0.19944098181569772,0.0004131205021840889
16,0.1998541023178818,0.20019611458432465,0.00034201226644284266
17,0.1998541023178818,0.2004864461152781,0.0006323437973962953
18,0.1998541023178818,0.20025864672205876,0.0004045444041769486
19,0.19976640529960196,0.199982168473001,0.00021576317339902507
20,0.19982484563789255,0.20034633067109103,0.0005214850331984877
21,0.19973674958991458,0.19938010301976625,0.00035664657014833345
22,0.19973674958991458,0.19434628052874597,0.005390469061168607
23,0.19084167608205116,0.19165356634181602,0.0008118902597648581
24,0.1817978960564786,0.1781342449944594,0.0036636510620191853
25,0.16765669051955523,0.16702327521500235,0.0006334153045528812
26,0.1493142528643317,0.15707804623590355,0.007763793371571848
27,0.1493142528643317,0.1385311096701019,0.010783143194229794
28,0.1399584188130612,0.13559446527455066,0.0043639535385105455
29,0.1304863413010353,0.12411858697047723,0.006367754330558084
30,0.12090392402696114,0.11622405030934918,0.004679873717611957
31,0.11121738672142237,0.10695306619215456,0.004264320529267812
32,0.08885723792596954,0.09597203955347133,0.007114801627501791
33,0.06943664299039326,0.07175038075154697,0.0023137377611537058
34,0.05963181178041646,0.049816097528486036,0.009815714251930424
35,0.03987325329978827,0.03701719711185497,0.0028560561879332966
36,0.01997255599849313,0.015424891976682304,0.004547664021810827
37,-3.898866210705332e-07,-0.003677143193060309,0.0036767533064392386
38,-0.00999135358159551,-0.02259946376062406,0.012608110179028551
39,0.0299379842542356,0.032262551257927326,0.002324567003691727
40,0.049778091030488573,0.051938021640805146,0.0021599306103165725
41,0.0888670377175525,0.07119651938111335,0.01767051833643915
42,0.12091944945197355,0.10978716137301295,0.011132288078960606
43,0.13997922502337481,0.142502787856949,0.002523562833574189
44,0.1585747397130536,0.15849822581719716,7.651389585644486e-05
45,0.16768552569646772,0.17227458800690262,0.004589062310434905
46,0.16768552569646772,0.17777600486804696,0.010090479171579236
47,0.18182176263908265,0.17686151392256627,0.0049602487165163744
48,0.19086840425964813,0.19129349724063793,0.0004250929809898052
49,0.19976628850818443,0.20024518353131726,0.00047889502313283594
50,0.20851272014465166,0.20830666772138826,0.00020605242326340867
51,0.2171050793397397,0.21597128472127103,0.0011337946184686587
52,0.23195350151871394,0.2238894188388119,0.008064082679902052
53,0.23195338558500322,0.2385385662027841,0.006585180617780878
54,0.24038202727848348,0.23835223111496,0.002029796163523473
55,0.24864132406544032,0.24640919574450737,0.0022321283209329468
56,0.25673084527134676,0.25453605795866163,0.0021947873126851314
57,0.26395015673563965,0.26291487803832225,0.0010352786973173989
58,0.27198549794564414,0.2708430759197048,0.001142422025939338
59,0.2719854979363547,0.2799600093604225,0.007974511424067798
60,0.27984066560505233,0.28086795143325133,0.0010272858281989983
61,0.2875171838165681,0.28930944838087097,0.00179226456430287
62,0.3030438607437092,0.2974694484747998,0.005574412268909423
63,0.3104365439026996,0.3139704176003309,0.0035338736976313068
64,0.3468936664544516,0.3230327989694334,0.0238608674850182
65,0.36253979231987443,0.3597497354014387,0.002790056918435757
66,0.3750692937105456,0.37681821555212797,0.0017489218415823737
67,0.3905274284452175,0.3913397594728582,0.0008123310276407225
68,0.40622516085189225,0.4080352110029387,0.0018100501510464606
69,0.4172357302623736,0.42317439830867243,0.005938668046298834
70,0.45294306673681434,0.432277369996919,0.020665696739895323
71,0.4575210858561472,0.46648349409941064,0.008962408243263442
72,0.4725423948269157,0.470078907744047,0.0024634870828686983
73,0.49155026606449587,0.4838135175620386,0.007736748502457258
74,0.49541075516606714,0.5018413495771188,0.006430594411051649
75,0.5100632064051204,0.5053386330905568,0.0047245733145635516
76,0.5244486269629286,0.519970144250096,0.004478482712832577
77,0.5415064109866675,0.5345285517284359,0.006977859258231578
78,0.5553873298906142,0.551695597912525,0.003691731978089252
79,0.558210798989285,0.5651490253934459,0.006938226404160863
80,0.5714783634768036,0.5674828181665232,0.003995545310280346
81,0.5737743799924162,0.5805863461508047,0.006811966158388527
82,0.5868168873011919,0.5828729524070412,0.00394393489415068
83,0.5998631384697708,0.5957694668594843,0.004093671610286509
84,0.5998631384704217,0.6088131014794482,0.008949963009026507
85,0.6123485592802473,0.6091309971252984,0.0032175621549489497
86,0.6246642677470291,0.621748165847103,0.0029161018999260824
87,0.6367989347823416,0.6339716740146326,0.0028272607677090056
88,0.63811941504962,0.6463577674191762,0.008238352369556168
89,0.6496496343556576,0.6480305192823999,0.0016191150732577375
90,0.6611958276782336,0.6595527440963211,0.0016430835819124523
91,0.6831841169871602,0.6708842585584481,0.012299858428712063
92,0.6939472527687641,0.6931004646848117,0.0008467880839524433
93,0.704042376778548,0.7040080693485103,3.430743003762782e-05
94,0.7140418747709231,0.7138241187717768,0.0002177559991463074
95,0.713731712447001,0.7235602230488392,0.009828510601838203
96,0.7233157305089936,0.723262266055353,5.346445364051711e-05
97,0.7329716481176913,0.7324396276642373,0.0005320204534540185
98,0.7421176243135214,0.74065369830876,0.0014639260047613067
99,0.7416610711548389,0.7500202400285158,0.008359168873676825
100,0.7509852471804123,0.7500874821742556,0.0008977650061566811
101,0.7595792859267357,0.7588997678276018,0.0006795180991339134
102,0.7679050782832929,0.7666389176729144,0.0012661606103785417
103,0.7767912323741479,0.7754145633134077,0.0013766690607401877
104,0.7761785686824555,0.784501114929589,0.008322546247133467
105,0.7922851575090721,0.7836663788809958,0.008618778628076362
106,0.7996558683721826,0.8001045366237123,0.0004486682515296714
107,0.7996558683721826,0.8071197942972533,0.007463925925070725
108,0.813890988492506,0.8067838266919662,0.007107161800539719
109,0.82818183362178,0.8209520187008054,0.007229814920974631
110,0.8356502737757373,0.835501637405954,0.00014863636978335037
111,0.8417343302270232,0.8426787680993845,0.0009444378723613145
112,0.847619189947336,0.8484174743131945,0.0007982843658584926
113,0.8533134302377,0.8542601745114305,0.0009467442737305376
114,0.8600654224681306,0.8598598286760873,0.0002055937920432127
115,0.8718086113444931,0.8663378916947486,0.005470719649744438
116,0.8768014883759913,0.877763823944951,0.000962335568959749
117,0.8828684561763878,0.8826223441266894,0.0002461120496983771
118,0.8875387409906695,0.888544906491902,0.0010061655012324477
119,0.8932686099640499,0.8930538592595361,0.00021475070451382194
120,0.8976357620026101,0.8982724050085098,0.0006366430058997175
121,0.9030353328530427,0.9018123008142682,0.0012230320387744964
122,0.9071187582843788,0.9067297722613867,0.0003889860229920883
123,0.907118770819771,0.9105438283826383,0.003425057562867262
124,0.9171046929400463,0.9104628178809542,0.006641875059092084
125,0.9160151152608337,0.9200790059526639,0.004063890691830219
126,0.9208411168770821,0.9167369606086923,0.004104156268389891
127,0.9160756083091307,0.9166123504205974,0.0005367421114667037
128,0.907180141575732,0.9059390140336548,0.0012411275420771695
129,0.9030972026957983,0.8940833384406898,0.009013864255108528
130,0.8828684421869287,0.8912351098940126,0.00836666770708383
131,0.8718085821602716,0.872543575163537,0.0007349930032654051
132,0.8476191583227703,0.861057926889438,0.013438768566667703
133,0.8344553608483815,0.8353892303202244,0.0009338694718429297
134,0.8216964806352052,0.8218198657091652,0.00012338507396003617
135,0.8149903738614238,0.8137581848353328,0.0012321890260910129
136,0.7998623667338793,0.8104246941843151,0.010562327450435727
137,0.7924922068785648,0.797578714276387,0.0050865073978222375
138,0.7839865421497302,0.7919653015058189,0.007978759356088716
139,0.7839865421497302,0.7835335125633789,0.00045302958635129453
140,0.7924921705356724,0.7825659854406325,0.009926185095039952
141,0.7839865421497302,0.7926241468481057,0.00863760469837549
142,0.7924921705356724,0.7878807300180659,0.004611440517606535
143,0.7924921705356724,0.8007011431531874,0.008208972617514965
144,0.7998623667338793,0.80643924928646,0.0065768825525807095
145,0.8149904083905815,0.8232506724043466,0.008260264013765117
146,0.8281818670158093,0.8319320213774938,0.0037501543616844657
147,0.8417343623960764,0.8422705057364627,0.0005361433403863192
148,0.847619189947336,0.8559211993324904,0.008302009385154463
149,0.8600653920704912,0.8636371107136767,0.0035717186431855064
150,0.8718086113444931,0.8747658532335353,0.002957241889042228
151,0.8828684421869287,0.8820173636658178,0.0008510785211108818
152,0.8875387409906695,0.8885543375626604,0.0010155965719909066
153,0.8876018968851529,0.8893158594418887,0.0017139625567358374
154,0.8875387272662482,0.8874395971174562,9.913014879192605e-05
155,0.8816382349249211,0.8870974759581124,0.005459241033191287
156,0.8816382349249211,0.8815285096718245,0.00010972525309660419
157,0.8828684561763878,0.8811937266889739,0.001674729487413873
158,0.8828684561763878,0.8821629975719597,0.0007054586044280553
159,0.8828684561763878,0.882168580412795,0.000699875763592761
160,0.8828684561763878,0.882252151133825,0.0006163050425627148
161,0.8828684561763878,0.8822390209470506,0.0006294352293371164
162,0.8828684561763878,0.8822020673704312,0.000666388805956597
163,0.8828684561763878,0.882208763009551,0.0006596931668367834
164,0.8828684561763878,0.8822256385660395,0.0006428176103482341
165,0.8828684561763878,0.882221744080312,0.0006467120960758077
166,0.8828684561763878,0.8822079617858618,0.0006604943905259564
167,0.8828684561763878,0.8821809978779955,0.0006874582983922295
168,0.8828684561763878,0.8821576637031859,0.0007107924732018267
169,0.8826779487623276,0.882303430687626,0.00037451807470167964
170,0.8826779487610467,0.8831557595012354,0.00047781074018871106
171,0.8828684561856973,0.8839263230850289,0.0010578668993316276
172,0.8826779487623276,0.8853797989950907,0.0027018502327630367
173,0.8873486803653523,0.8866300481367723,0.0007186322285800406
174,0.8932685965738083,0.891423217767593,0.0018453788062152698
175,0.8976357620026101,0.896888727361937,0.0007470346406730499
176,0.9030353328530427,0.9020365643576628,0.0009987684953799425
177,0.9071187582843788,0.9088327226260541,0.001713964341675256
178,0.9160151272176895,0.9148176366089279,0.00119749060876162
179,0.9253802715480611,0.9251650875032521,0.00021518404480902475
180,0.9288170713888995,0.933753739456383,0.004936668067483496
181,0.936332249259184,0.9363818038245301,4.955456534605496e-05
182,0.94034749381294,0.9433836685612293,0.003036174748289322
183,0.9470928235852631,0.9472930660740334,0.00020024248877026363
184,0.9541177587113376,0.953779048758375,0.0003387099529625903
185,0.9629283980964377,0.9603814100011875,0.0025469880952502244
186,0.9652414857495302,0.9686881124402044,0.0034466266906741927
187,0.9707040981415781,0.970130578163197,0.0005735199783810652
188,0.973234275288754,0.9745456953575135,0.0013114200687595057
189,0.9751952386437103,0.9768233960856384,0.0016281574419281242
190,0.9796825132558533,0.9787554886741673,0.0009270245816860312
191,0.9817388074073733,0.9828906855180854,0.0011518781107121567
192,0.9836734019901722,0.9846793646235569,0.001005962633384705
193,0.98855418427941,0.9864004641232011,0.0021537201562088493
194,0.991436437951279,0.9908041557050667,0.0006322822462122568
