Time Step,True pos_z,Predicted pos_z,Error
330,1.16,1.1561189,0.0038810968
331,1.14,1.1357727,0.0042272806
332,1.12,1.1164206,0.0035793781
333,1.1,1.0966456,0.0033544302
334,1.08,1.0764619,0.0035381317
335,1.05,1.0562519,-0.006251931
336,1.03,1.0259632,0.004036784
337,1.01,1.0056739,0.004326105
338,0.99,0.9857566,0.0042434335
339,0.95,0.9659163,-0.015916288
340,0.92,0.92414814,-0.0041481256
341,0.89,0.89578766,-0.0057876706
342,0.87,0.8641257,0.005874276
343,0.84,0.84410244,-0.0041024685
344,0.82,0.8141063,0.0058937073
345,0.8,0.79403627,0.0059637427
346,0.77,0.7740164,-0.0040163994
347,0.75,0.74403375,0.005966246
348,0.71,0.7239849,-0.013984919
349,0.68,0.6840408,-0.0040407777
350,0.66,0.6540078,0.0059922338
351,0.64,0.63392985,0.006070137
352,0.61,0.61387044,-0.0038704276
353,0.58,0.5838571,-0.0038571358
354,0.56,0.55384856,0.0061514378
355,0.52,0.533834,-0.013834
356,0.5,0.4938705,0.0061295033
357,0.46,0.47384828,-0.013848275
358,0.43,0.43387848,-0.0038784742
359,0.4,0.40389487,-0.0038948655
360,0.37,0.37391737,-0.0039173663
361,0.35,0.34394187,0.0060581267
362,0.32,0.3239446,-0.0039446056
363,0.3,0.29397455,0.0060254633
364,0.27,0.27396187,-0.003961861
365,0.24,0.24397068,-0.0039706826
366,0.21,0.21394189,-0.0039418936
367,0.18,0.18386652,-0.0038665086
368,0.16,0.15369578,0.0063042194
369,0.13,0.13362208,-0.0036220849
370,0.09,0.10355957,-0.013559565
371,0.06,0.06344378,-0.0034437813
372,0.04,0.033387907,0.0066120923
373,-0.06,0.013506766,-0.073506765
374,-0.11,-0.08619172,-0.023808278
375,-0.15,-0.13624921,-0.013750792
376,-0.17,-0.17813116,0.008131161
377,-0.2,-0.19941244,-0.0005875677
378,-0.22,-0.22871947,0.008719474
379,-0.26,-0.24771799,-0.012281999
380,-0.29,-0.2869189,-0.0030810833
381,-0.31,-0.31626657,0.006266564
382,-0.34,-0.33554924,-0.004450768
383,-0.37,-0.36589867,-0.004101336
384,-0.39,-0.3947285,0.004728526
385,-0.42,-0.41343096,-0.006569028
386,-0.43,-0.4415717,0.011571705
387,-0.46,-0.45259124,-0.007408768
388,-0.49,-0.48553905,-0.0044609606
389,-0.52,-0.5140459,-0.005954087
390,-0.54,-0.5427084,0.0027083755
391,-0.56,-0.560764,0.00076401234
392,-0.58,-0.5817253,0.001725316
393,-0.6,-0.60262,0.0026199818
394,-0.63,-0.62224156,-0.0077584386
395,-0.65,-0.6519118,0.001911819
396,-0.67,-0.67172617,0.0017261505
397,-0.7,-0.6945087,-0.0054913163
398,-0.72,-0.7233867,0.0033866763
399,-0.74,-0.74264526,0.0026452541
400,-0.76,-0.76187646,0.0018764734
401,-0.78,-0.77852404,-0.0014759302
402,-0.8,-0.7988403,-0.0011597276
403,-0.81,-0.81898034,0.008980334
404,-0.83,-0.8291515,-0.0008484721
405,-0.86,-0.849059,-0.010941029
406,-0.89,-0.8788429,-0.011157095
407,-0.91,-0.9086913,-0.0013087392
408,-0.93,-0.9287872,-0.0012128353
409,-0.95,-0.9489967,-0.0010032654
410,-0.97,-0.96922827,-0.00077176094
411,-0.98,-0.98943716,0.009437144
412,-1.0,-0.9995701,-0.0004299283
413,-1.03,-1.0196286,-0.010371327
414,-1.07,-1.0519452,-0.018054843
415,-1.09,-1.0912161,0.001216054
416,-1.11,-1.1101582,0.00015819073
417,-1.13,-1.1332422,0.0032422543
418,-1.15,-1.1519339,0.0019339323
419,-1.17,-1.1705723,0.0005723238
420,-1.19,-1.1906847,0.00068461895
421,-1.21,-1.2107192,0.00071918964
422,-1.23,-1.2306168,0.00061678886
423,-1.27,-1.2502056,-0.019794345
424,-1.29,-1.2896692,-0.00033080578
425,-1.31,-1.3091578,-0.0008420944
426,-1.33,-1.3259741,-0.004025936
427,-1.34,-1.3486669,0.008666873
428,-1.36,-1.3576341,-0.0023659468
429,-1.38,-1.3774085,-0.0025914907
430,-1.4,-1.3949027,-0.00509727
431,-1.42,-1.4172844,-0.0027155876
432,-1.44,-1.4370612,-0.0029388666
433,-1.46,-1.4566222,-0.0033777952
434,-1.47,-1.4755701,0.005570054
435,-1.48,-1.4841428,0.004142761
436,-1.49,-1.4927012,0.0027011633
437,-1.51,-1.5013012,-0.008698821
438,-1.52,-1.5199587,-4.1246414e-05
439,-1.53,-1.5288424,-0.0011575222
440,-1.54,-1.5379306,-0.002069354
441,-1.55,-1.5470941,-0.0029058456
442,-1.56,-1.5542835,-0.005716443
443,-1.57,-1.5659225,-0.0040775537
444,-1.58,-1.5731316,-0.0068684816
445,-1.58,-1.5820764,0.0020763874
446,-1.59,-1.580913,-0.009087086
447,-1.59,-1.5890529,-0.0009471178
448,-1.6,-1.5885522,-0.011447787
449,-1.6,-1.5992701,-0.0007299185
450,-1.61,-1.6004807,-0.009519339
451,-1.61,-1.6114519,0.0014518499
452,-1.61,-1.6122203,0.002220273
453,-1.61,-1.6127558,0.0027557611
454,-1.62,-1.6132079,-0.0067920685
455,-1.62,-1.623433,0.0034329891
456,-1.62,-1.6234634,0.0034633875
457,-1.62,-1.6236961,0.003696084
458,-1.62,-1.6237895,0.003789544
459,-1.62,-1.6237774,0.0037773848
460,-1.62,-1.6239545,0.0039545298
461,-1.62,-1.6236109,0.0036108494
462,-1.62,-1.6225044,0.0025043488
463,-1.63,-1.6219245,-0.008075476
464,-1.63,-1.6317831,0.0017831326
465,-1.63,-1.6315565,0.0015565157
466,-1.63,-1.6317612,0.001761198
467,-1.63,-1.6325086,0.0025086403
468,-1.63,-1.6331536,0.0031535625
469,-1.63,-1.6335251,0.003525138
470,-1.63,-1.6381372,0.008137226
471,-1.63,-1.6380855,0.008085489
472,-1.63,-1.6345004,0.004500389
473,-1.63,-1.63431,0.004310012
474,-1.63,-1.6333506,0.0033506155
475,-1.63,-1.6312176,0.0012176037
476,-1.62,-1.6300322,0.010032177
477,-1.62,-1.6169703,-0.003029704
478,-1.62,-1.613793,-0.0062069893
479,-1.61,-1.6123477,0.0023477077
480,-1.61,-1.6025138,-0.007486224
481,-1.6,-1.6013137,0.0013136864
482,-1.59,-1.5915544,0.0015543699
483,-1.59,-1.5824872,-0.007512808
484,-1.58,-1.5819919,0.001991868
485,-1.57,-1.5704181,0.00041806698
486,-1.56,-1.5595187,-0.0004812479
487,-1.56,-1.5494446,-0.010555387
488,-1.55,-1.5494536,-0.0005463362
489,-1.54,-1.5392408,-0.00075912476
490,-1.52,-1.5288652,0.008865237
491,-1.51,-1.5082238,-0.0017762184
492,-1.5,-1.497504,-0.002496004
493,-1.49,-1.487076,-0.0029239655
494,-1.48,-1.4759771,-0.004022956
495,-1.47,-1.464877,-0.005123019
496,-1.46,-1.4538804,-0.006119609
497,-1.44,-1.4413426,0.001342535
498,-1.42,-1.4211675,0.0011675358
499,-1.39,-1.4017339,0.01173389
500,-1.33,-1.3713105,0.04131043
501,-1.29,-1.3102858,0.020285845
502,-1.27,-1.2701297,0.0001296997
503,-1.25,-1.2504295,0.00042951107
504,-1.21,-1.2295953,0.019595265
505,-1.19,-1.188846,-0.0011540651
506,-1.17,-1.1690243,-0.0009756088
507,-1.14,-1.1474583,0.007458329
508,-1.12,-1.1178874,-0.002112627
509,-1.1,-1.0975535,-0.0024465322
510,-1.08,-1.0794997,-0.0005003214
511,-1.06,-1.0616022,0.0016022921
512,-1.04,-1.0427988,0.0027987957
513,-1.01,-1.0237101,0.013710141
514,-0.99,-1.0005913,0.010591269
